Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O
UCEC_TCGA-EY-A1GI	3445	95	203	1897	0	27	206	1558	83	3	0	0	0	248	38
UCEC_TCGA-EY-A1GJ	2	12	1	1	0	5	0	1	5	4	14	3	8	8	0
UCEC_TCGA-EY-A1GK	6	156	69	26	62	256	106	8	92	252	16	1	36	0	17
UCEC_TCGA-EY-A1GL	4	15	13	9	0	2	0	0	2	0	7	6	0	12	0
UCEC_TCGA-EY-A1GM	0	11	8	0	12	0	0	0	2	3	5	1	9	3	1
UCEC_TCGA-EY-A1GO	0	58	22	8	37	147	24	4	2	72	33	14	0	14	6
UCEC_TCGA-EY-A1GP	0	4	0	4	17	5	0	0	0	1	0	2	10	5	0
UCEC_TCGA-EY-A1GQ	0	108	54	20	62	118	15	7	95	144	7	0	17	7	3
UCEC_TCGA-EY-A1GR	0	12	1	8	9	5	0	2	0	4	0	6	20	2	8
UCEC_TCGA-EY-A1GS	2	11	0	21	16	6	0	0	3	2	3	389	36	4	1
UCEC_TCGA-EY-A1GT	0	41	8	2	17	0	0	0	0	6	16	6	9	0	1
UCEC_TCGA-EY-A1GU	17	192	110	19	216	608	260	0	44	158	181	0	120	70	0
UCEC_TCGA-EY-A1GV	0	8	0	2	0	6	0	5	2	0	1	8	14	0	0
UCEC_TCGA-EY-A1GW	3	8	8	2	4	3	1	0	1	1	7	6	11	13	1
UCEC_TCGA-EY-A1GX	0	31	5	8	19	0	2	0	2	11	18	1	13	12	0
UCEC_TCGA-EY-A1H0	2	91	45	3	56	56	9	2	0	114	0	8	24	22	11
UCEC_TCGA-EY-A210	1	7	3	5	8	2	0	0	3	0	1	4	13	8	0
UCEC_TCGA-EY-A212	0	11	4	5	4	3	0	0	2	7	0	11	14	21	0
UCEC_TCGA-EY-A214	0	5	4	2	4	6	0	2	8	5	5	5	19	14	5
UCEC_TCGA-EY-A215	406	1186	851	191	1109	1109	1503	123	326	266	529	9	0	0	138
UCEC_TCGA-EY-A2OM	5	179	84	16	114	140	33	20	18	145	0	0	47	21	0
UCEC_TCGA-EY-A2ON	2	5	11	2	32	0	0	1	0	4	5	11	26	6	0
UCEC_TCGA-EY-A2OO	2	22	4	10	19	8	0	3	0	0	5	0	8	2	0
UCEC_TCGA-EY-A2OP	0	139	43	28	68	122	46	0	27	124	0	0	18	11	3
UCEC_TCGA-EY-A2OQ	0	11	0	6	27	2	0	0	0	3	1	3	8	8	0
UCEC_TCGA-EY-A3L3	1	16	0	3	0	7	1	0	2	5	0	22	18	5	3
UCEC_TCGA-EY-A3QX	7	13	0	5	3	6	2	0	2	0	8	4	28	3	0
UCEC_TCGA-EY-A4KR	1	23	1	4	0	8	6	0	3	9	0	21	33	8	9
UCEC_TCGA-EY-A547	0	43	26	4	20	34	5	1	13	31	0	0	47	12	0
UCEC_TCGA-EY-A548	2	158	112	35	82	139	10	0	26	114	13	5	22	15	0
UCEC_TCGA-EY-A549	0	1060	119	124	531	37	0	0	0	45	0	0	0	0	0
UCEC_TCGA-EY-A54A	2	16	10	5	8	1	8	1	4	7	7	20	41	11	8
UCEC_TCGA-EY-A5W2	5	178	83	42	24	278	107	2	87	172	14	5	31	6	14
UCEC_TCGA-EY-A72D	2	10	3	5	10	9	0	0	3	1	3	0	13	7	3
UCEC_TCGA-FI-A2CX	0	5	0	2	0	1	0	0	1	2	0	6	6	6	1
UCEC_TCGA-FI-A2CY	0	13	4	5	0	10	1	3	1	3	6	3	5	3	0
UCEC_TCGA-FI-A2D0	104	3156	2722	1009	931	650	96	342	482	347	1373	0	0	0	59
UCEC_TCGA-FI-A2D2	4	12	2	2	0	4	0	0	1	2	0	4	16	2	0
UCEC_TCGA-FI-A2D4	6	107	62	18	0	79	34	2	10	83	13	14	27	6	2
UCEC_TCGA-FI-A2D5	2200	1515	6297	2611	1834	602	1779	1763	3978	0	669	0	0	0	805
UCEC_TCGA-FI-A2D6	2	157	104	31	56	132	62	2	42	195	0	0	47	3	5
UCEC_TCGA-FI-A2EU	0	15	5	1	1	7	4	0	0	4	8	11	10	1	4
UCEC_TCGA-FI-A2EW	1	16	0	10	0	2	3	12	3	0	21	40	9	19	0
UCEC_TCGA-FI-A2EX	1	12	6	6	11	0	0	0	0	7	1	18	4	7	2
UCEC_TCGA-FI-A2EY	3	19	0	8	18	6	1	0	8	4	8	36	29	6	0
UCEC_TCGA-FI-A2F4	22	0	44	0	0	638	573	0	443	857	396	0	0	0	87
UCEC_TCGA-FI-A2F8	3	6	10	9	1	0	2	0	8	4	7	44	13	0	0
UCEC_TCGA-FI-A2F9	2	12	3	1	17	1	0	0	4	4	0	0	9	9	0
UCEC_TCGA-FI-A3PV	1	13	4	7	11	0	2	0	2	4	8	24	12	12	0
UCEC_TCGA-FI-A3PX	4	15	10	5	5	0	2	7	8	5	17	10	33	0	5
UCEC_TCGA-H5-A2HR	1	15	0	2	0	5	1	10	3	4	4	2	13	6	0
UCEC_TCGA-JU-AAVI	1	22	6	1	0	3	0	0	3	3	0	8	14	10	2
UCEC_TCGA-K6-A3WQ	0	10	0	2	3	1	0	7	6	2	4	4	8	4	0
UCEC_TCGA-KJ-A3U4	0	5	4	0	16	0	0	3	0	1	7	4	16	12	2
UCEC_TCGA-KP-A3VZ	3	18	0	4	0	16	4	4	1	8	8	9	47	20	2
UCEC_TCGA-KP-A3W0	0	7	0	2	15	2	0	0	0	7	0	0	8	2	0
UCEC_TCGA-KP-A3W1	0	13	3	8	5	3	1	1	2	2	6	12	8	0	2
UCEC_TCGA-KP-A3W3	2	4	0	4	10	5	0	2	0	6	9	4	14	1	0
UCEC_TCGA-KP-A3W4	1	7	5	4	4	3	2	0	1	3	0	9	11	19	0
UCEC_TCGA-PG-A5BC	0	16	1	2	0	8	1	4	3	8	2	3	16	5	0
UCEC_TCGA-PG-A6IB	0	141	23	19	51	149	51	6	3	92	9	5	23	32	5
UCEC_TCGA-PG-A7D5	1	17	0	2	8	5	0	1	0	0	10	2	0	8	1
UCEC_TCGA-PG-A914	7	23	0	8	5	4	2	0	1	0	13	114	33	0	4
UCEC_TCGA-PG-A915	1	9	6	4	9	5	1	0	4	4	11	12	33	10	4
UCEC_TCGA-PG-A916	0	10	11	1	7	0	2	6	0	2	0	0	12	6	0
UCEC_TCGA-PG-A917	6	170	66	25	104	246	67	38	41	101	0	2	127	56	1
UCEC_TCGA-QF-A5YS	1032	44	89	857	32	32	20	524	0	0	0	0	0	139	0
UCEC_TCGA-QF-A5YT	0	0	7	1	0	0	0	0	0	0	0	0	0	2	1
UCEC_TCGA-QS-A5YQ	681	27	38	442	0	5	12	339	0	0	0	0	0	107	0
UCEC_TCGA-QS-A5YR	0	83	32	6	54	69	21	4	1	51	3	0	11	7	0
UCEC_TCGA-QS-A744	0	23	14	6	19	0	0	1	0	5	7	3	10	6	0
UCEC_TCGA-QS-A8F1	1	11	7	1	8	1	0	2	4	11	13	9	18	16	0
UCEC_TCGA-SJ-A6ZI	0	628	382	104	336	373	153	0	23	242	0	0	23	0	16
UCEC_TCGA-SJ-A6ZJ	3	15	9	5	18	0	0	1	6	5	8	7	18	8	1
UCEC_TCGA-SL-A6J9	0	8	0	0	7	4	0	6	0	6	15	2	16	8	0
UCEC_TCGA-SL-A6JA	3	204	152	27	113	188	46	15	4	128	7	3	54	32	6
STAD_TCGA-3M-AB46	5	7	14	5	11	13	11	4	3	11	9	30	50	23	3
STAD_TCGA-3M-AB47	10	27	11	10	16	0	0	0	0	17	16	0	6	22	6
STAD_TCGA-B7-5816	0	244	148	43	205	156	83	9	215	187	2	0	27	30	58
STAD_TCGA-B7-5818	1	0	23	17	40	40	0	95	0	55	78	32	16	29	68
STAD_TCGA-B7-A5TI	10	199	105	27	85	55	57	0	24	92	0	11	26	0	2
STAD_TCGA-B7-A5TJ	3	72	38	18	44	11	1	12	0	11	21	0	4	30	47
STAD_TCGA-B7-A5TK	2	23	2	1	15	1	0	0	0	6	0	13	0	7	0
STAD_TCGA-B7-A5TN	0	17	0	12	17	7	0	0	1	0	0	2	14	25	5
STAD_TCGA-BR-4183	1	25	2	4	2	5	0	7	1	2	9	1	0	7	4
STAD_TCGA-BR-4184	9	456	2983	77	329	46	64	0	0	133	0	0	33	7	0
STAD_TCGA-BR-4187	1	4	6	5	11	0	0	3	0	1	0	2	0	5	0
STAD_TCGA-BR-4188	0	42	1	2	20	7	0	0	0	9	0	3	2	12	5
STAD_TCGA-BR-4191	6	1	13	9	17	19	12	19	0	10	23	29	91	4	1
STAD_TCGA-BR-4201	0	380	207	79	241	263	25	0	72	185	6	0	25	8	6
STAD_TCGA-BR-4253	0	5	5	7	27	10	0	0	0	3	13	8	13	0	13
STAD_TCGA-BR-4255	1	11	5	6	12	0	0	0	7	2	10	0	12	6	2
STAD_TCGA-BR-4256	4	245	127	24	99	153	91	0	139	120	17	21	32	4	61
STAD_TCGA-BR-4257	8	265	124	66	101	155	91	0	151	178	18	0	29	14	33
STAD_TCGA-BR-4267	3	10	0	5	3	9	0	1	3	0	0	9	48	6	10
STAD_TCGA-BR-4279	3	17	2	12	0	4	0	0	5	6	2	0	6	3	1
STAD_TCGA-BR-4280	0	109	129	10	63	59	65	3	68	176	0	4	28	0	58
STAD_TCGA-BR-4292	0	531	204	88	344	66	11	0	26	163	0	0	29	22	12
STAD_TCGA-BR-4294	0	0	7	0	1	5	0	0	2	0	5	1	11	7	0
STAD_TCGA-BR-4357	5	17	4	13	9	21	10	3	6	23	15	56	38	30	69
STAD_TCGA-BR-4361	9	416	243	67	100	367	91	41	1124	280	81	25	64	0	33
STAD_TCGA-BR-4362	0	434	209	36	276	91	44	0	227	197	0	0	40	11	144
STAD_TCGA-BR-4363	0	131	63	27	102	83	24	0	50	87	0	0	2	0	17
STAD_TCGA-BR-4366	1	25	11	3	18	7	0	0	4	11	19	14	30	18	18
STAD_TCGA-BR-4368	0	366	190	47	207	243	42	0	100	172	4	15	6	30	12
STAD_TCGA-BR-4369	6	22	22	15	19	4	0	0	0	0	14	25	12	17	77
STAD_TCGA-BR-4370	0	370	173	86	287	98	28	5	7	113	0	5	17	23	10
STAD_TCGA-BR-4371	4	57	20	16	30	0	0	4	0	10	10	14	0	25	13
STAD_TCGA-BR-6452	28	529	740	123	358	695	322	106	1639	577	218	34	604	0	154
STAD_TCGA-BR-6453	0	23	17	5	27	0	0	0	2	3	10	7	0	11	121
STAD_TCGA-BR-6454	8	20	6	8	10	16	4	0	12	0	3	14	35	19	24
STAD_TCGA-BR-6455	0	23	21	4	15	0	0	0	0	15	23	2	0	12	0
STAD_TCGA-BR-6456	3	8	0	0	0	3	0	0	6	1	5	2	8	9	2
STAD_TCGA-BR-6457	7	29	2	5	13	2	0	2	4	6	7	5	10	18	31
STAD_TCGA-BR-6458	0	28	12	8	47	5	0	0	0	0	3	10	15	10	237
STAD_TCGA-BR-6563	3	19	6	4	24	0	0	9	3	5	0	0	5	1	7
STAD_TCGA-BR-6564	1	5	5	8	0	0	0	2	0	2	1	6	5	6	0
STAD_TCGA-BR-6565	5	15	7	13	18	15	0	0	6	16	8	12	43	12	6
STAD_TCGA-BR-6566	3	198	173	37	102	98	101	0	91	154	0	1	46	2	42
STAD_TCGA-BR-6705	0	22	0	5	27	3	0	0	3	2	1	9	17	4	23
STAD_TCGA-BR-6706	0	13	8	8	14	0	0	33	10	27	9	0	0	0	121
STAD_TCGA-BR-6707	1	15	8	4	26	0	0	2	0	7	3	5	1	18	0
STAD_TCGA-BR-6709	1	0	8	2	0	7	0	0	0	10	8	6	5	0	6
STAD_TCGA-BR-6801	0	21	0	7	1	7	0	0	4	0	14	7	0	0	0
STAD_TCGA-BR-6802	2	88	198	17	38	32	27	0	29	63	0	3	4	11	12
STAD_TCGA-BR-6803	0	2	0	1	8	0	0	3	0	0	1	0	0	4	0
STAD_TCGA-BR-6852	3	216	260	41	149	105	67	5	59	180	1	0	22	23	41
STAD_TCGA-BR-7196	1	13	4	0	5	10	1	0	0	0	13	5	19	10	5
STAD_TCGA-BR-7197	1	48	10	16	12	0	1	2	0	6	25	6	23	6	68
STAD_TCGA-BR-7703	6	207	87	30	112	89	29	0	23	118	0	12	11	38	15
STAD_TCGA-BR-7704	16	30	4	9	12	17	5	5	12	17	26	51	116	41	88
STAD_TCGA-BR-7707	1	376	229	60	170	137	82	3	162	211	0	4	20	14	59
STAD_TCGA-BR-7715	1	30	15	15	12	4	3	16	5	12	11	2	7	17	17
STAD_TCGA-BR-7716	13	9	4	5	7	14	7	7	1	7	5	68	8	26	14
STAD_TCGA-BR-7717	0	34	12	10	24	4	0	0	5	7	3	9	35	6	29
STAD_TCGA-BR-7722	0	18	7	5	0	0	0	4	5	1	6	3	2	7	0
STAD_TCGA-BR-7723	3	34	0	1	8	2	0	11	7	26	15	9	21	12	59
STAD_TCGA-BR-7851	0	511	196	84	174	172	82	0	97	192	0	0	36	19	8
STAD_TCGA-BR-7901	2	15	7	7	37	5	0	11	8	8	7	25	47	7	43
STAD_TCGA-BR-7957	0	8	5	6	15	2	0	0	0	0	4	0	11	8	2
STAD_TCGA-BR-7958	1	13	7	7	31	14	3	7	0	6	17	16	40	12	34
STAD_TCGA-BR-7959	1	24	9	10	0	16	2	0	1	0	8	11	26	0	17
STAD_TCGA-BR-8058	0	4	2	2	4	4	0	5	9	0	1	9	9	6	5
STAD_TCGA-BR-8059	12	142	66	21	75	61	49	4	57	59	12	14	152	48	64
STAD_TCGA-BR-8060	1	18	0	4	29	11	0	6	15	15	39	20	39	9	75
STAD_TCGA-BR-8077	0	23	12	12	20	9	0	0	3	1	4	10	27	11	9
STAD_TCGA-BR-8078	1	402	274	81	168	149	78	0	79	280	0	2	28	32	30
STAD_TCGA-BR-8080	7	27	20	7	34	8	0	10	1	18	0	3	14	28	46
STAD_TCGA-BR-8081	0	236	165	47	215	96	66	0	24	122	0	1	19	11	20
STAD_TCGA-BR-8284	2	117	53	23	63	11	25	0	8	32	9	8	6	33	11
STAD_TCGA-BR-8285	0	22	8	6	26	0	0	7	1	1	15	1	7	11	15
STAD_TCGA-BR-8286	3	15	21	6	22	0	1	5	10	0	24	9	15	14	23
STAD_TCGA-BR-8289	3	29	7	11	5	15	7	9	8	9	7	12	26	23	68
STAD_TCGA-BR-8291	4	3	1	0	5	2	0	0	0	2	0	2	5	5	3
STAD_TCGA-BR-8295	0	5	6	4	0	2	0	0	1	5	0	6	16	2	10
STAD_TCGA-BR-8296	0	29	7	5	15	0	0	0	0	1	0	14	8	11	0
STAD_TCGA-BR-8297	0	41	21	3	9	8	4	10	17	4	14	17	7	21	115
STAD_TCGA-BR-8360	0	282	214	50	54	82	64	0	50	92	0	4	52	42	14
STAD_TCGA-BR-8361	6	496	229	83	178	218	68	0	114	210	12	10	74	0	42
STAD_TCGA-BR-8363	1	274	172	50	104	132	98	0	156	152	26	9	53	28	75
STAD_TCGA-BR-8364	0	4	0	2	0	1	0	0	2	5	4	1	3	2	1
STAD_TCGA-BR-8365	0	7	0	2	8	1	0	3	0	0	2	2	3	1	0
STAD_TCGA-BR-8366	3	15	20	3	0	2	0	42	2	28	31	1	0	6	57
STAD_TCGA-BR-8367	1	16	11	4	12	4	0	0	0	1	0	3	11	5	7
STAD_TCGA-BR-8368	0	391	137	45	132	88	36	0	32	133	0	0	25	36	18
STAD_TCGA-BR-8369	1	38	16	7	31	1	8	8	7	12	19	5	19	28	56
STAD_TCGA-BR-8370	0	38	7	2	21	5	5	0	0	8	5	6	0	39	6
STAD_TCGA-BR-8371	0	3	0	1	8	0	0	0	4	2	2	1	2	0	2
STAD_TCGA-BR-8372	4	222	168	44	103	77	57	0	339	323	0	0	25	54	28
STAD_TCGA-BR-8373	5	26	3	8	8	12	0	2	8	4	0	9	16	2	10
STAD_TCGA-BR-8380	0	21	10	10	24	0	0	0	0	0	0	2	9	8	7
STAD_TCGA-BR-8381	3	35	13	1	16	10	0	5	1	0	17	10	20	27	5
STAD_TCGA-BR-8382	1	286	158	38	121	84	47	4	21	192	0	0	18	32	23
STAD_TCGA-BR-8384	0	10	4	2	8	1	3	4	2	0	5	1	10	3	9
STAD_TCGA-BR-8483	5	26	20	4	16	0	0	0	0	15	10	0	25	21	12
STAD_TCGA-BR-8484	0	10	7	6	13	2	0	4	3	5	15	4	13	6	12
STAD_TCGA-BR-8485	3	16	1	6	18	11	0	20	23	8	13	8	17	4	240
STAD_TCGA-BR-8486	0	7	7	0	11	4	2	0	7	1	10	4	10	5	0
STAD_TCGA-BR-8487	0	762	321	87	346	499	297	0	558	199	0	12	92	0	20
STAD_TCGA-BR-8588	0	34	5	3	37	5	0	0	0	14	11	2	1	17	22
STAD_TCGA-BR-8589	2	1	4	0	0	4	0	424	9	128	0	0	0	0	817
STAD_TCGA-BR-8590	1	24	0	0	23	6	3	5	0	6	0	10	13	7	57
STAD_TCGA-BR-8591	2	372	192	49	129	146	148	0	145	307	34	6	33	27	37
STAD_TCGA-BR-8592	0	21	0	4	0	0	0	0	5	2	4	0	0	6	1
STAD_TCGA-BR-8676	1	8	7	6	34	2	0	0	0	0	5	5	9	10	12
STAD_TCGA-BR-8677	0	11	0	9	29	0	0	0	2	2	9	7	4	11	0
STAD_TCGA-BR-8678	9	26	8	15	6	4	0	0	0	9	7	19	13	15	5
STAD_TCGA-BR-8679	1	41	27	4	28	2	0	14	0	10	14	17	20	7	15
STAD_TCGA-BR-8680	1668	62	996	2069	75	56	76	1868	743	0	0	0	0	0	199
STAD_TCGA-BR-8682	0	23	6	10	26	0	0	0	0	2	0	4	4	5	4
STAD_TCGA-BR-8683	5	32	10	5	34	6	0	0	7	10	17	5	29	24	3
STAD_TCGA-BR-8686	4	30	9	7	19	4	1	0	0	0	10	14	0	35	5
STAD_TCGA-BR-8687	3	11	0	3	11	19	0	15	4	6	24	4	0	12	121
STAD_TCGA-BR-8690	5	17	18	7	41	1	4	0	11	7	3	13	28	24	14
STAD_TCGA-BR-A44T	0	8	0	4	0	3	0	1	2	0	0	0	0	5	0
STAD_TCGA-BR-A44U	0	26	3	5	37	3	0	0	0	4	5	1	12	2	13
STAD_TCGA-BR-A452	0	5	5	8	13	3	0	8	0	0	12	21	3	15	38
STAD_TCGA-BR-A453	2	12	12	4	10	2	17	0	0	8	8	0	2	9	0
STAD_TCGA-BR-A4CQ	6	48	3	7	12	15	1	0	4	9	28	8	30	39	14
STAD_TCGA-BR-A4CR	1	6	5	0	23	5	2	0	0	10	8	1	20	2	2
STAD_TCGA-BR-A4CS	12	41	10	11	6	4	5	5	0	6	21	14	32	20	7
STAD_TCGA-BR-A4IU	1	9	1	5	0	3	0	0	1	5	0	0	0	2	1
STAD_TCGA-BR-A4IV	0	3	3	1	1	6	2	3	2	0	1	3	2	8	5
STAD_TCGA-BR-A4IY	4	32	5	5	30	9	0	0	3	15	0	14	46	22	2
STAD_TCGA-BR-A4IZ	0	6	1	3	6	0	0	0	0	0	0	0	0	2	2
STAD_TCGA-BR-A4J1	0	9	9	6	24	0	0	0	2	0	0	7	21	5	4
STAD_TCGA-BR-A4J2	0	17	5	6	22	0	0	0	0	7	1	0	4	6	2
STAD_TCGA-BR-A4J4	3	38	0	3	15	0	4	0	4	2	16	0	5	11	0
STAD_TCGA-BR-A4J5	0	30	3	2	28	3	0	2	3	4	1	0	4	21	14
STAD_TCGA-BR-A4J6	0	0	1	0	5	1	0	1	0	4	5	2	7	12	1
STAD_TCGA-BR-A4J7	0	17	16	5	9	1	0	0	2	0	7	0	1	7	3
STAD_TCGA-BR-A4J8	0	20	13	10	31	0	0	0	5	2	0	8	15	4	7
STAD_TCGA-BR-A4J9	0	16	0	2	4	5	0	0	0	2	2	2	8	4	3
STAD_TCGA-BR-A4PD	0	2	8	6	17	2	0	8	12	11	19	10	7	13	78
STAD_TCGA-BR-A4PE	1	36	30	8	51	0	0	0	0	4	29	9	20	36	31
STAD_TCGA-BR-A4PF	5	23	12	1	4	7	1	0	3	7	9	7	14	22	4
STAD_TCGA-BR-A4QI	0	15	16	9	19	5	1	3	0	6	9	13	16	20	18
STAD_TCGA-BR-A4QL	8	653	320	102	267	112	52	0	43	249	14	6	86	16	24
STAD_TCGA-BR-A4QM	0	10	17	10	24	2	0	0	1	10	12	3	4	13	17
STAD_TCGA-CD-5798	2	13	16	8	18	0	0	12	0	4	7	4	20	8	8
STAD_TCGA-CD-5799	0	14	8	5	0	0	4	0	1	2	1	0	10	10	2
STAD_TCGA-CD-5800	0	31	26	16	26	4	1	14	2	2	24	33	14	7	3
STAD_TCGA-CD-5801	2	25	1	22	27	32	5	208	7	44	27	1	0	6	138
STAD_TCGA-CD-5802	0	9	0	2	14	9	0	2	2	0	8	14	4	0	0
STAD_TCGA-CD-5803	0	2	6	2	8	0	0	0	0	3	2	3	10	8	1
STAD_TCGA-CD-5804	1	30	6	5	6	2	0	3	6	4	7	9	0	10	0
STAD_TCGA-CD-5813	6	26	14	8	32	6	0	0	9	20	4	17	58	13	10
STAD_TCGA-CD-8524	3	47	16	8	26	9	0	0	2	8	13	2	13	29	14
STAD_TCGA-CD-8525	2	7	8	10	9	0	0	0	0	13	0	21	16	7	6
STAD_TCGA-CD-8526	1	16	11	4	0	0	0	0	2	1	4	2	3	11	2
STAD_TCGA-CD-8527	5	82	34	13	7	13	18	2	13	23	14	8	29	26	21
STAD_TCGA-CD-8528	1	39	3	7	33	4	0	0	0	18	5	0	16	7	2
STAD_TCGA-CD-8529	12	14	16	9	34	19	9	1	6	22	40	84	184	47	8
STAD_TCGA-CD-8530	3	17	7	3	10	0	3	0	4	0	0	14	8	10	36
STAD_TCGA-CD-8531	0	29	28	10	40	33	3	5	15	24	28	2	69	26	13
STAD_TCGA-CD-8532	1	9	2	4	9	0	1	1	7	0	3	4	7	1	1
STAD_TCGA-CD-8533	0	46	11	11	27	0	0	6	0	9	10	5	11	18	1
STAD_TCGA-CD-8534	1	17	10	1	6	1	0	6	2	1	7	11	7	2	0
STAD_TCGA-CD-8535	4	24	17	17	0	18	7	34	0	7	44	18	40	8	96
STAD_TCGA-CD-8536	7	288	138	37	132	96	63	0	49	114	0	0	19	15	5
STAD_TCGA-CD-A486	3	15	21	6	17	0	0	0	0	8	15	5	7	15	0
STAD_TCGA-CD-A487	6	30	4	8	0	15	3	12	1	1	21	23	17	6	68
STAD_TCGA-CD-A489	0	7	7	7	12	0	0	9	0	12	9	7	8	12	6
STAD_TCGA-CD-A48A	4	32	15	20	29	6	0	6	17	5	20	14	13	28	82
STAD_TCGA-CD-A48C	8	33	17	17	20	1	0	0	0	15	9	14	40	25	73
STAD_TCGA-CD-A4MG	0	466	447	82	262	358	265	8	206	451	0	0	34	0	19
STAD_TCGA-CD-A4MH	0	21	8	0	16	14	0	1	3	1	8	7	11	7	2
STAD_TCGA-CD-A4MI	1	226	143	56	136	175	84	1	53	168	0	0	18	32	18
STAD_TCGA-CD-A4MJ	0	183	94	19	97	64	55	0	72	89	0	0	11	24	12
STAD_TCGA-CG-4300	3	34	8	8	24	3	1	0	9	5	12	3	18	15	20
STAD_TCGA-CG-4301	3	11	1	0	4	4	0	2	1	4	6	10	12	6	0
STAD_TCGA-CG-4304	0	5	4	4	18	7	0	1	1	7	1	15	13	4	3
STAD_TCGA-CG-4305	6	327	153	42	110	154	107	3	97	201	3	9	51	15	33
STAD_TCGA-CG-4306	0	386	117	50	253	113	26	0	35	159	0	10	33	9	1
STAD_TCGA-CG-4436	0	42	6	8	28	0	0	6	4	0	4	10	36	5	71
STAD_TCGA-CG-4437	10	43	33	14	48	25	10	0	12	41	38	51	265	46	13
STAD_TCGA-CG-4438	3	34	2	4	4	17	3	1	7	11	0	28	38	15	4
STAD_TCGA-CG-4440	7	10	18	13	8	1	2	9	0	16	7	20	21	6	15
STAD_TCGA-CG-4441	2	29	4	14	11	8	3	0	3	2	13	1	10	7	28
STAD_TCGA-CG-4442	3	326	166	69	111	181	132	0	335	199	0	2	25	11	20
STAD_TCGA-CG-4443	1	3	8	0	13	3	0	2	3	4	10	17	42	10	1
STAD_TCGA-CG-4444	0	16	8	8	21	8	0	0	0	0	20	8	11	24	106
STAD_TCGA-CG-4449	3	9	17	9	1	1	2	0	10	2	15	15	21	0	6
STAD_TCGA-CG-4455	0	2	0	2	4	2	0	1	0	1	16	2	3	18	3
STAD_TCGA-CG-4460	0	799	316	174	494	124	27	0	58	152	0	0	43	2	12
STAD_TCGA-CG-4462	2	24	6	8	21	0	0	3	0	2	2	2	10	5	12
STAD_TCGA-CG-4465	1	121	103	23	23	101	72	8	42	112	11	3	17	14	36
STAD_TCGA-CG-4466	2	20	10	9	31	2	0	17	2	0	8	15	22	16	94
STAD_TCGA-CG-4469	14	49	25	12	16	6	9	2	5	7	18	11	51	7	153
STAD_TCGA-CG-4474	0	31	10	9	19	6	1	5	1	6	0	7	5	7	0
STAD_TCGA-CG-4475	0	8	0	4	13	8	0	6	2	6	2	5	16	2	1
STAD_TCGA-CG-4476	4	18	4	3	23	9	3	0	8	0	5	23	25	18	3
STAD_TCGA-CG-4477	0	9	1	4	12	4	0	0	0	2	6	6	15	9	3
STAD_TCGA-CG-5716	1	7	0	3	2	0	0	0	4	0	0	0	2	4	1
STAD_TCGA-CG-5717	2	0	7	2	12	4	4	0	6	22	8	30	50	9	8
STAD_TCGA-CG-5718	1	15	9	6	0	1	0	1	3	7	26	9	13	14	2
STAD_TCGA-CG-5719	0	24	1	5	12	8	0	3	3	0	7	13	11	3	0
STAD_TCGA-CG-5720	1	24	4	2	3	4	0	1	4	8	10	10	9	18	5
STAD_TCGA-CG-5721	0	702	236	128	389	99	133	0	3014	61	31	0	111	0	60
STAD_TCGA-CG-5722	0	19	3	8	20	0	1	1	0	10	9	8	7	17	1
STAD_TCGA-CG-5723	0	374	362	80	331	202	22	15	222	193	0	2	41	0	29
STAD_TCGA-CG-5724	0	24	9	9	17	7	2	1	0	3	16	2	9	13	31
STAD_TCGA-CG-5725	0	8	4	6	2	0	2	2	0	0	8	0	1	15	2
STAD_TCGA-CG-5726	0	281	345	96	131	102	69	1	125	165	0	5	73	24	11
STAD_TCGA-CG-5727	5	31	14	20	37	0	0	0	0	12	8	16	35	20	5
STAD_TCGA-CG-5728	0	390	223	63	226	104	62	5	96	264	0	4	44	30	24
STAD_TCGA-CG-5730	4	33	19	14	29	6	0	4	2	6	25	30	21	9	0
STAD_TCGA-CG-5732	0	13	0	4	11	5	2	1	3	1	9	5	7	13	5
STAD_TCGA-CG-5733	9	290	142	68	84	178	70	0	62	215	24	0	1	27	23
STAD_TCGA-CG-5734	1	19	17	9	8	0	0	4	0	12	13	1	15	2	11
STAD_TCGA-D7-5577	4	20	6	9	13	8	0	14	2	0	23	4	12	17	12
STAD_TCGA-D7-5578	6	72	13	10	9	9	0	0	12	8	5	32	23	21	73
STAD_TCGA-D7-5579	4	12	10	14	6	4	10	17	1	15	4	15	13	20	29
STAD_TCGA-D7-6518	5	18	12	5	10	3	0	1	0	4	5	9	10	12	10
STAD_TCGA-D7-6519	0	4	2	7	12	0	2	0	3	0	8	5	3	20	1
STAD_TCGA-D7-6520	3	17	6	3	0	0	2	2	3	5	6	10	11	3	5
STAD_TCGA-D7-6521	0	18	9	14	12	4	0	1	0	1	6	11	4	8	0
STAD_TCGA-D7-6522	1	8	4	2	29	2	0	0	0	2	0	3	0	7	8
STAD_TCGA-D7-6524	2	27	6	14	36	2	0	0	4	0	0	0	1	32	0
STAD_TCGA-D7-6525	13	17	19	11	11	0	4	0	1	10	17	16	1	34	47
STAD_TCGA-D7-6526	6	33	10	11	7	10	0	11	0	15	19	24	40	25	57
STAD_TCGA-D7-6527	1	21	17	5	24	0	0	25	0	9	4	22	13	14	112
