Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PMS1_boot.32	0.9999999999999969	0.93	0.513	51.3%	0.081	36.793%	0.29914	0.91
PMS1_boot.33	0.999999999999997	0.925	0.52	52.0%	0.083	38.275%	0.32672	0.904
PMS1_boot.34	0.9999999999999968	0.925	0.494	49.4%	0.087	38.234%	0.32583	0.905
PMS1_boot.35	0.9999999999999964	0.905	0.53	53.0%	0.093	42.461%	0.34248	0.877
PMS1_boot.36	0.9999999999999971	0.919	0.528	52.8%	0.09	39.875%	0.34111	0.897
PMS1_boot.37	0.9999999999999976	0.927	0.536	53.6%	0.084	37.399%	0.35375	0.907
PMS1_boot.38	0.9999999999999969	0.929	0.518	51.8%	0.078	37.04%	0.33971	0.907
PMS1_boot.39	0.9999999999999971	0.919	0.526	52.6%	0.085	39.53%	0.35177	0.894
PMS1_boot.40	0.999999999999997	0.927	0.554	55.4%	0.09	37.786%	0.34165	0.91
PMS1_boot.41	0.9999999999999972	0.916	0.537	53.7%	0.089	40.231%	0.39101	0.892
PMS1_real	0.9999999999999964	0.92	0.432	43.2%	0.09	39.133%	0.25607	0.9
PMS1_real.1	0.9999999999999992	0.937	0.478	47.8%	0.079	34.88%	0.25853	0.92
PMS1_real.2	0.9999999999999963	0.949	0.42	42.0%	0.067	31.366%	0.23238	0.933
PMS2_boot	0.9999999999999952	0.853	0.567	56.7%	0.084	52.263%	0.26263	0.738
PMS2_boot.1	0.999999999999995	0.862	0.55	55.0%	0.083	50.646%	0.2527	0.761
PMS2_boot.2	0.9999999999999951	0.854	0.546	54.6%	0.085	51.673%	0.25124	0.749
PMS2_boot.3	0.9999999999999957	0.858	0.516	51.6%	0.086	51.227%	0.24555	0.763
PMS2_boot.4	0.9999999999999949	0.857	0.571	57.1%	0.083	51.515%	0.25983	0.746
PMS2_boot.5	0.9999999999999953	0.887	0.489	48.9%	0.075	46.053%	0.22478	0.807
PMS2_boot.6	0.9999999999999957	0.877	0.482	48.2%	0.075	48.17%	0.21691	0.772
PMS2_boot.7	0.9999999999999951	0.868	0.516	51.6%	0.08	49.879%	0.2314	0.766
PMS2_boot.8	0.9999999999999954	0.866	0.528	52.8%	0.082	50.231%	0.26237	0.767
PMS2_boot.9	0.9999999999999952	0.856	0.543	54.3%	0.083	51.871%	0.243	0.742
PMS2_boot.10	0.9999999999999952	0.874	0.494	49.4%	0.078	48.221%	0.2236	0.78
PMS2_boot.11	0.9999999999999949	0.87	0.546	54.6%	0.078	48.955%	0.2414	0.767
PMS2_boot.12	0.9999999999999951	0.867	0.541	54.1%	0.081	49.689%	0.2372	0.77
PMS2_boot.13	0.9999999999999957	0.868	0.526	52.6%	0.082	49.933%	0.25075	0.773
PMS2_boot.14	0.9999999999999967	0.847	0.613	61.3%	0.093	53.238%	0.30552	0.759
PMS2_boot.15	0.9999999999999969	0.862	0.6	60.0%	0.089	50.746%	0.30328	0.786
PMS2_boot.16	0.9999999999999964	0.843	0.602	60.2%	0.094	53.619%	0.34195	0.751
PMS2_boot.17	0.9999999999999961	0.855	0.614	61.4%	0.091	52.267%	0.31534	0.771
PMS2_boot.18	0.9999999999999963	0.854	0.58	58.0%	0.089	52.116%	0.27465	0.762
PMS2_boot.19	0.9999999999999969	0.878	0.572	57.2%	0.082	48.246%	0.28381	0.804
PMS2_boot.20	0.9999999999999962	0.85	0.614	61.4%	0.092	52.719%	0.3073	0.764
PMS2_boot.21	0.9999999999999966	0.865	0.584	58.4%	0.087	50.533%	0.28867	0.785
PMS2_boot.22	0.9999999999999969	0.841	0.579	57.9%	0.096	54.154%	0.31559	0.752
PMS2_boot.23	0.9999999999999964	0.857	0.619	61.9%	0.094	52.119%	0.30871	0.788
PMS2_boot.24	0.9999999999999962	0.827	0.633	63.3%	0.1	56.55%	0.31607	0.726
PMS2_boot.25	0.9999999999999966	0.872	0.551	55.1%	0.088	49.654%	0.29295	0.805
PMS2_boot.26	0.9999999999999967	0.859	0.583	58.3%	0.087	51.095%	0.2874	0.769
PMS2_boot.27	0.9999999999999964	0.883	0.568	56.8%	0.081	47.35%	0.28441	0.814
PMS2_boot.28	0.9999999999999968	0.86	0.582	58.2%	0.091	51.402%	0.32099	0.785
PMS2_boot.29	0.9999999999999968	0.875	0.579	57.9%	0.084	48.597%	0.29753	0.803
PMS2_boot.30	0.9999999999999967	0.849	0.618	61.8%	0.093	52.875%	0.33966	0.763
PMS2_boot.31	0.9999999999999964	0.873	0.587	58.7%	0.085	49.065%	0.31789	0.801
PMS2_boot.32	0.9999999999999964	0.862	0.599	59.9%	0.091	51.217%	0.31538	0.788
PMS2_boot.33	0.9999999999999958	0.85	0.608	60.8%	0.091	52.747%	0.30396	0.758
PMS2_boot.34	0.9999999999999963	0.857	0.559	55.9%	0.089	51.709%	0.27561	0.77
PMS2_boot.35	0.9999999999999953	0.875	0.546	54.6%	0.083	48.575%	0.24575	0.801
