Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N	SBS96O	SBS96P	SBS96Q	SBS96R	SBS96S	SBS96T	SBS96U
UCEC_TCGA-AP-A1DM	4	60	15	40	47	51	27	2	69	28	35	5	16	0	14	22	5	0	4	19	8
UCEC_TCGA-AP-A1DO	5	79	32	97	71	107	32	16	106	11	74	11	3	0	6	45	3	0	9	18	45
UCEC_TCGA-AP-A1DP	6	73	16	60	100	24	23	4	77	35	40	22	0	0	9	56	3	2	5	15	29
UCEC_TCGA-AP-A1DQ	0	6	2	2	0	2	0	0	0	0	0	4	0	0	5	5	0	2	1	7	3
UCEC_TCGA-AP-A1DR	20	143	43	142	71	116	66	1	154	5	77	21	3	0	0	100	4	1	0	13	16
UCEC_TCGA-AP-A1DV	5219	3050	3745	333	1959	1407	1431	1635	0	112	0	0	1253	953	0	0	166	0	0	0	0
UCEC_TCGA-AP-A1E0	3046	289	1820	101	92	128	317	1497	40	78	15	0	0	155	2	0	12	681	0	53	34
UCEC_TCGA-AP-A1E1	6	93	47	95	78	44	37	10	105	23	75	5	9	3	9	68	8	0	8	21	19
UCEC_TCGA-AP-A1E3	1	4	3	16	0	2	2	2	0	1	0	9	2	0	3	0	0	3	3	5	4
UCEC_TCGA-AP-A1E4	1	3	3	3	3	5	0	0	4	0	2	0	3	0	0	1	0	0	7	4	0
UCEC_TCGA-AP-A5FX	0	6	0	9	2	0	0	0	2	1	1	5	9	4	0	3	0	3	11	0	0
UCEC_TCGA-AW-A1PO	0	2	5	6	6	0	2	3	4	1	5	12	0	1	11	0	1	5	19	11	7
UCEC_TCGA-AX-A06H	6	69	23	97	31	47	19	2	80	19	44	2	7	0	0	5	0	4	15	7	4
UCEC_TCGA-AX-A06L	1	6	0	7	0	16	2	0	0	0	2	4	0	6	2	0	0	1	0	0	6
UCEC_TCGA-AX-A0IS	1	12	1	16	3	5	0	0	3	1	2	0	1	2	2	0	2	3	6	3	0
UCEC_TCGA-AX-A0IU	1	7	3	9	4	5	2	2	1	2	0	6	2	3	7	0	0	0	16	6	0
UCEC_TCGA-AX-A0J0	4286	246	2018	94	63	128	295	2191	38	254	218	0	0	102	0	11	166	754	0	0	89
UCEC_TCGA-AX-A1C4	11	126	47	170	97	80	97	1	218	29	122	21	19	0	4	68	13	0	21	4	27
UCEC_TCGA-AX-A1C5	3	212	86	383	96	207	67	0	160	21	97	5	0	0	3	54	9	0	0	14	8
UCEC_TCGA-AX-A1C7	0	6	7	0	0	9	0	0	4	1	3	1	1	7	0	0	4	2	7	6	2
UCEC_TCGA-AX-A1C8	5	3	2	11	0	1	0	0	9	9	3	5	5	1	14	0	0	0	20	2	5
UCEC_TCGA-AX-A1C9	2	278	127	461	41	409	46	0	89	11	74	0	0	0	0	1	6	0	0	20	3
UCEC_TCGA-AX-A1CA	4	11	3	17	0	9	1	0	4	0	0	0	22	3	55	6	2	4	1	7	6
UCEC_TCGA-AX-A1CC	0	1	0	5	1	1	0	0	1	1	0	3	5	0	2	0	0	3	1	4	0
UCEC_TCGA-AX-A1CE	966	3086	650	1565	2539	2527	2182	352	1680	753	265	712	386	1573	26	0	166	0	0	0	0
UCEC_TCGA-AX-A1CF	3	0	3	4	7	6	0	6	3	1	4	6	7	7	15	9	0	0	68	2	1
UCEC_TCGA-AX-A1CI	0	3	6	13	3	9	3	2	0	4	0	1	6	0	1	0	0	0	2	7	0
UCEC_TCGA-AX-A1CJ	2	7	2	29	1	0	0	0	8	1	3	5	3	1	2	0	0	0	7	7	5
UCEC_TCGA-AX-A1CK	1	7	5	18	3	9	0	0	0	0	0	8	0	3	3	0	1	0	7	14	0
UCEC_TCGA-AX-A1CN	0	6	4	4	0	5	0	0	1	0	6	6	3	0	0	3	0	0	4	4	1
UCEC_TCGA-AX-A1CP	0	5	3	7	0	6	0	0	0	0	6	2	0	0	2	0	0	0	3	3	0
UCEC_TCGA-AX-A2H2	4	9	14	11	0	11	1	4	3	0	6	17	29	3	115	8	1	7	44	18	3
UCEC_TCGA-AX-A2H4	4	7	9	12	3	5	5	0	5	8	5	18	0	3	139	6	4	0	46	1	0
UCEC_TCGA-AX-A2H5	1	9	0	3	0	2	0	0	3	0	0	2	8	0	9	2	1	0	10	2	5
UCEC_TCGA-AX-A2H7	4	14	6	10	2	18	0	0	0	1	10	29	4	8	8	0	0	2	13	4	0
UCEC_TCGA-AX-A2H8	0	6	4	6	1	6	0	0	4	5	0	1	0	0	3	0	2	6	20	5	5
UCEC_TCGA-AX-A2HA	9	288	107	401	204	312	170	0	198	91	143	5	11	0	2	172	16	0	0	27	13
UCEC_TCGA-AX-A2HC	8775	2079	3502	663	428	1141	2668	1428	0	0	0	0	630	1120	0	0	74	0	93	184	0
UCEC_TCGA-AX-A2HD	584	2632	562	1817	1315	1543	1226	118	1320	130	252	775	366	1253	0	0	28	0	0	0	0
UCEC_TCGA-AX-A2HF	0	2	0	0	0	3	0	2	0	0	2	4	0	0	6	1	0	0	5	3	0
UCEC_TCGA-AX-A2HG	10	115	42	193	108	90	105	2	167	13	120	25	4	3	2	81	9	6	13	0	20
UCEC_TCGA-AX-A2HH	1	10	2	15	0	11	3	0	0	2	2	4	7	0	2	0	0	0	0	10	1
UCEC_TCGA-AX-A2HJ	9	113	38	150	260	60	115	15	207	667	491	45	21	0	0	64	17	3	25	24	34
UCEC_TCGA-AX-A2HK	1	5	8	6	3	2	3	3	5	0	6	4	0	1	6	0	0	2	24	12	0
UCEC_TCGA-AX-A2IN	12	82	27	82	70	56	56	9	111	44	62	15	9	0	0	56	2	5	13	8	10
UCEC_TCGA-AX-A2IO	9	9	39	8	3	4	0	2	4	0	0	11	18	0	431	0	0	14	61	9	0
UCEC_TCGA-AX-A3FS	7	108	36	146	95	64	72	4	191	11	149	23	3	0	5	46	8	0	18	23	1
UCEC_TCGA-AX-A3FT	22	252	93	417	89	184	198	2	204	45	119	56	0	19	0	91	38	0	0	1	6
UCEC_TCGA-AX-A3FV	1	6	5	7	0	6	5	6	6	10	10	2	0	10	13	3	5	0	46	0	6
UCEC_TCGA-AX-A3FW	2	12	3	7	0	15	1	0	3	5	0	4	0	0	0	2	1	8	6	5	0
UCEC_TCGA-AX-A3FX	1	3	5	7	2	3	0	2	1	3	2	9	8	0	3	3	1	5	28	7	0
UCEC_TCGA-AX-A3FZ	3	5	7	11	1	0	0	2	0	3	0	9	2	1	3	0	1	2	6	2	0
UCEC_TCGA-AX-A3G1	1	6	5	6	0	6	4	2	4	0	3	7	4	0	2	0	1	0	18	8	1
UCEC_TCGA-AX-A3G3	2	5	4	8	4	8	1	2	4	6	10	5	22	8	21	1	3	12	65	20	20
UCEC_TCGA-AX-A3G4	0	2	2	0	0	4	0	0	4	4	5	8	0	2	3	6	1	0	9	3	4
UCEC_TCGA-AX-A3G6	4	7	6	5	0	4	1	0	11	1	1	9	4	0	5	3	0	1	9	0	3
UCEC_TCGA-AX-A3G7	1	7	1	9	0	0	0	2	4	0	3	4	1	0	0	0	0	0	10	0	0
UCEC_TCGA-AX-A3G8	16	174	45	185	123	74	63	4	158	11	68	33	1	0	6	71	6	0	0	2	10
UCEC_TCGA-AX-A3G9	12	127	52	152	76	82	55	12	79	9	66	17	7	12	4	61	1	7	11	8	16
UCEC_TCGA-AX-A3GB	1	23	8	25	0	28	0	3	10	2	0	8	1	0	0	0	0	0	8	8	8
UCEC_TCGA-AX-A3GI	0	5	4	3	0	0	0	0	5	1	2	8	0	7	6	3	1	1	13	9	3
UCEC_TCGA-B5-A0JN	1	4	6	1	1	3	2	3	16	3	19	21	1	8	26	0	1	0	55	9	11
UCEC_TCGA-B5-A0JS	0	4	1	5	5	6	0	2	0	0	2	1	1	1	3	1	2	0	1	2	0
UCEC_TCGA-B5-A0JT	5	5	4	25	4	0	2	0	1	0	7	0	3	1	1	0	0	0	11	7	0
UCEC_TCGA-B5-A0JU	6	83	36	71	57	60	25	2	83	0	47	22	11	0	1	56	1	0	2	25	18
UCEC_TCGA-B5-A0JX	1	5	4	21	0	8	1	3	6	1	0	7	0	0	17	3	3	8	8	5	1
UCEC_TCGA-B5-A0JY	5523	516	2842	190	338	144	658	1730	87	295	125	152	239	441	4	12	130	745	0	1	0
UCEC_TCGA-B5-A0K8	3	4	4	6	0	5	0	0	0	3	0	5	6	0	15	0	0	4	12	0	0
UCEC_TCGA-B5-A0K9	14	124	42	165	96	97	49	2	65	39	84	10	17	7	10	61	11	0	7	9	18
UCEC_TCGA-B5-A0KB	1	2	1	7	0	12	2	0	4	1	0	0	1	0	1	0	0	0	18	5	0
UCEC_TCGA-B5-A11E	1526	1451	1621	1203	1005	372	1206	777	748	945	225	756	469	978	0	0	164	131	0	0	0
UCEC_TCGA-B5-A11F	1	5	6	18	0	0	0	0	0	0	0	5	3	0	5	6	1	0	2	2	2
UCEC_TCGA-B5-A11G	5	63	7	52	41	13	6	4	12	133	156	29	27	0	0	13	27	11	19	7	57
UCEC_TCGA-B5-A11H	3	133	48	176	136	161	70	2	133	47	140	16	6	0	1	56	1	0	0	10	11
UCEC_TCGA-B5-A11I	4	6	3	6	7	0	1	2	1	0	3	4	0	2	6	0	0	13	7	7	0
UCEC_TCGA-B5-A11J	1	70	32	63	47	61	31	1	85	1	57	11	6	0	9	24	7	6	6	10	9
UCEC_TCGA-B5-A11L	3	17	9	31	2	7	0	6	3	3	4	8	6	2	4	2	0	6	24	12	6
UCEC_TCGA-B5-A11M	2	5	5	6	3	6	0	0	0	0	0	3	0	0	1	1	0	2	2	2	0
UCEC_TCGA-B5-A11N	833	126	714	42	30	97	24	468	16	21	10	17	90	0	0	0	3	215	0	3	0
UCEC_TCGA-B5-A11O	1	20	7	12	5	13	3	0	17	5	12	6	3	0	0	0	0	0	8	11	0
UCEC_TCGA-B5-A11P	0	7	2	8	6	6	0	0	2	0	0	6	2	4	6	11	0	4	3	4	2
UCEC_TCGA-B5-A11Q	1	6	2	11	2	1	0	0	5	0	0	0	2	0	3	3	3	5	1	6	0
UCEC_TCGA-B5-A11R	6	16	57	28	7	1	5	0	22	0	1	0	184	0	624	0	0	0	0	0	1
UCEC_TCGA-B5-A11S	0	7	5	9	3	4	2	0	2	0	2	10	0	0	0	0	0	0	15	1	0
UCEC_TCGA-B5-A11U	6	45	16	88	28	26	29	2	76	9	56	12	7	0	7	13	0	0	7	0	2
UCEC_TCGA-B5-A11V	1	5	6	7	2	21	0	2	0	0	3	1	5	0	0	0	1	3	6	11	0
UCEC_TCGA-B5-A11W	1	9	7	17	0	13	0	2	4	1	0	10	0	2	2	0	0	0	6	14	3
UCEC_TCGA-B5-A11X	0	4	7	14	7	5	0	0	1	2	0	0	2	0	3	0	2	3	2	21	2
UCEC_TCGA-B5-A11Y	3	289	94	440	76	283	39	0	66	18	117	0	0	0	0	4	7	0	0	17	0
UCEC_TCGA-B5-A11Z	1	9	3	18	1	13	0	0	0	0	0	4	2	5	6	0	0	2	6	4	3
UCEC_TCGA-B5-A121	2	4	4	4	0	1	0	4	2	0	1	4	3	1	1	0	0	0	7	4	0
UCEC_TCGA-B5-A1MR	3441	459	1943	23	282	264	350	2592	47	294	74	37	281	277	0	16	142	154	0	20	0
UCEC_TCGA-B5-A1MS	3	9	4	2	0	6	3	0	3	0	0	7	0	0	2	1	0	0	19	3	1
UCEC_TCGA-B5-A1MU	1	1	3	6	0	4	1	0	5	0	2	3	0	0	0	7	0	0	3	6	0
UCEC_TCGA-B5-A1MV	2	12	2	11	1	20	2	0	5	0	2	18	0	0	4	0	0	2	4	4	4
UCEC_TCGA-B5-A1MW	2	81	12	29	34	6	14	18	11	183	232	19	15	24	0	32	29	6	27	12	72
UCEC_TCGA-B5-A1MX	437	166	62	101	592	14	2624	0	1617	65	1007	1657	0	149	0	724	102	21	0	92	114
UCEC_TCGA-B5-A1MY	1	4	1	3	6	12	0	0	0	1	0	4	0	5	10	3	0	3	8	0	0
UCEC_TCGA-B5-A1MZ	2	4	8	9	0	25	0	0	2	0	0	4	5	0	3	3	0	0	6	0	4
UCEC_TCGA-B5-A1N2	6	6	5	6	9	4	3	0	2	3	5	5	17	15	17	1	1	0	72	6	9
UCEC_TCGA-B5-A3F9	0	22	5	10	3	17	1	0	0	1	2	1	7	0	3	4	0	0	6	10	2
UCEC_TCGA-B5-A3FA	1391	880	1654	834	1488	301	935	976	1326	2533	1513	1376	343	1693	0	0	303	0	0	0	66
UCEC_TCGA-B5-A3FB	3	7	3	18	2	7	1	0	2	0	0	10	5	0	3	3	0	4	3	4	1
UCEC_TCGA-B5-A3FC	674	4644	741	3586	2070	3842	1086	100	166	946	611	1868	570	549	0	0	71	0	0	0	0
UCEC_TCGA-B5-A3FD	1	8	2	16	0	0	0	0	11	6	0	0	1	1	0	2	1	4	11	3	2
UCEC_TCGA-B5-A3FH	3	1	6	14	1	0	0	0	3	3	2	4	0	0	0	5	4	3	1	2	0
UCEC_TCGA-B5-A3S1	4	8	12	12	5	2	1	0	6	2	0	0	17	0	52	2	1	0	7	7	6
UCEC_TCGA-B5-A5OC	18	131	32	123	189	108	118	7	248	68	140	26	10	26	9	141	0	4	11	10	20
UCEC_TCGA-B5-A5OD	1	8	3	2	6	6	0	2	1	1	3	6	1	0	5	0	2	0	4	8	5
UCEC_TCGA-B5-A5OE	1	17	0	17	3	9	0	0	2	4	3	0	13	2	9	6	4	8	13	3	1
UCEC_TCGA-BG-A0M8	1	6	2	1	6	16	3	0	2	0	5	3	3	0	8	6	1	8	25	4	1
UCEC_TCGA-BG-A0MA	1	4	5	4	1	12	0	0	9	1	4	3	1	2	2	0	0	0	6	3	1
UCEC_TCGA-BG-A0MG	4	10	13	30	0	11	5	4	13	8	3	4	6	0	4	4	0	1	13	13	3
UCEC_TCGA-BG-A0MK	3	11	7	27	9	0	6	0	19	2	10	7	1	1	0	8	0	1	15	5	0
UCEC_TCGA-BG-A0MQ	7	58	26	94	50	73	21	0	111	59	73	15	5	9	0	73	7	0	16	7	8
UCEC_TCGA-BG-A0MU	2	7	5	11	3	9	0	0	0	3	1	12	1	0	0	4	0	0	11	14	0
UCEC_TCGA-BG-A0RY	0	4	6	7	1	16	0	0	8	0	5	1	3	0	7	0	1	0	5	6	0
UCEC_TCGA-BG-A0VV	0	4	3	13	0	9	2	2	2	0	0	2	0	0	0	0	1	2	10	6	4
UCEC_TCGA-BG-A0VW	9	63	31	91	45	30	35	1	106	4	48	27	1	0	7	31	10	3	16	8	7
UCEC_TCGA-BG-A0VX	57	35	48	14	23	25	13	8	0	13	1	3	2	0	3	3	0	18	0	1	3
UCEC_TCGA-BG-A0VZ	8	50	20	47	46	57	17	0	34	0	55	7	0	0	9	26	4	0	6	16	0
UCEC_TCGA-BG-A0W1	0	10	6	3	4	23	0	0	5	0	0	5	5	0	0	1	1	0	11	2	0
UCEC_TCGA-BG-A0W2	2	4	5	17	1	5	0	0	0	1	0	2	0	0	2	0	3	0	4	2	0
UCEC_TCGA-BG-A0YU	0	4	1	1	3	12	0	0	0	0	1	0	2	1	1	2	1	0	0	1	0
UCEC_TCGA-BG-A0YV	1	9	6	18	0	21	3	2	8	3	4	6	2	0	3	5	0	2	4	0	2
UCEC_TCGA-BG-A186	0	6	1	7	0	5	0	2	7	0	2	2	0	0	1	0	0	0	2	2	2
UCEC_TCGA-BG-A187	1	9	9	26	5	13	3	0	0	2	1	9	0	0	2	1	0	0	9	19	0
UCEC_TCGA-BG-A18A	4	4	3	15	0	16	0	0	3	0	1	6	2	3	1	2	1	4	13	1	0
UCEC_TCGA-BG-A18B	6	40	13	63	30	42	38	0	82	8	42	19	0	1	7	13	1	0	0	12	0
UCEC_TCGA-BG-A18C	3	4	0	13	0	5	0	0	0	4	3	5	1	0	6	0	4	0	8	1	3
UCEC_TCGA-BG-A220	12	135	32	155	87	63	63	6	175	15	96	35	21	6	0	58	1	0	9	15	19
UCEC_TCGA-BG-A221	6	209	91	309	149	277	77	0	90	135	315	17	0	0	15	25	8	0	0	0	3
UCEC_TCGA-BG-A222	12	391	101	330	1528	300	151	8	537	1311	627	512	427	0	32	94	0	19	0	30	670
UCEC_TCGA-BG-A2AE	0	6	3	21	6	2	0	0	0	1	5	3	0	0	6	1	6	0	16	7	1
UCEC_TCGA-BG-A2L7	6	105	41	156	63	65	46	5	91	23	58	20	6	5	5	36	0	0	3	13	19
UCEC_TCGA-BG-A3EW	10	75	26	66	77	22	41	8	55	38	75	19	0	17	8	50	3	1	0	15	22
UCEC_TCGA-BG-A3PP	5	5	3	3	0	9	3	2	3	1	0	4	1	4	1	0	0	4	19	4	3
UCEC_TCGA-BK-A0CA	1	6	10	14	5	16	0	0	0	0	2	6	0	0	1	4	0	0	5	0	5
UCEC_TCGA-BK-A0CB	1	8	1	16	2	1	3	0	0	3	0	11	2	0	0	0	0	9	8	10	2
UCEC_TCGA-BK-A0CC	1	6	5	3	3	4	1	0	8	2	1	5	2	0	11	6	5	4	10	0	1
UCEC_TCGA-BK-A139	6	12	9	26	4	0	5	9	0	1	7	19	10	3	9	14	4	5	41	17	11
UCEC_TCGA-BK-A13B	5	80	33	94	125	58	63	2	120	33	107	24	6	0	0	69	3	0	7	10	15
UCEC_TCGA-BK-A13C	1	3	4	13	0	9	3	0	1	1	2	0	2	2	0	0	0	2	4	9	1
UCEC_TCGA-BK-A26L	1	11	1	13	2	4	5	5	11	4	10	0	3	2	3	1	1	0	26	9	9
UCEC_TCGA-BK-A4ZD	1	8	5	5	0	30	1	4	3	4	3	9	3	0	0	2	2	0	23	6	5
UCEC_TCGA-BK-A56F	0	5	11	13	0	9	4	0	6	4	4	2	0	4	2	0	0	0	6	5	3
UCEC_TCGA-BK-A6W3	2409	218	1488	50	141	90	165	1355	1	78	40	0	106	74	3	4	0	640	0	13	31
UCEC_TCGA-BK-A6W4	4	4	3	5	0	6	0	0	1	1	2	0	0	0	1	1	1	0	0	2	2
UCEC_TCGA-BS-A0T9	1	5	3	14	4	5	2	0	5	0	0	4	0	4	0	2	0	0	11	8	3
UCEC_TCGA-BS-A0TA	11	78	23	51	69	25	55	0	61	49	72	7	0	2	7	47	9	0	7	4	0
UCEC_TCGA-BS-A0TC	808	62	345	3	35	95	32	256	0	0	0	0	0	0	0	0	0	236	0	0	0
UCEC_TCGA-BS-A0TD	1	4	4	4	0	6	0	0	3	2	3	2	2	0	0	4	1	3	6	0	2
UCEC_TCGA-BS-A0TE	8	43	4	43	43	0	31	1	45	13	26	22	24	3	13	18	0	11	16	17	31
UCEC_TCGA-BS-A0TG	0	6	4	6	0	16	0	0	0	0	3	1	2	0	3	4	0	2	1	4	2
UCEC_TCGA-BS-A0TI	4	1	3	4	0	0	2	1	6	7	8	9	0	14	0	8	3	2	22	6	12
UCEC_TCGA-BS-A0TJ	6	106	35	142	77	72	90	2	132	7	77	0	8	0	6	36	8	2	0	28	9
UCEC_TCGA-BS-A0U5	0	7	9	15	1	5	2	0	1	7	3	0	0	0	4	0	0	1	6	10	0
UCEC_TCGA-BS-A0U7	1	21	8	34	19	21	14	0	22	5	44	6	12	0	2	18	1	0	12	9	4
UCEC_TCGA-BS-A0U8	3	66	18	92	76	23	36	0	54	18	56	16	3	0	3	9	0	0	3	9	17
UCEC_TCGA-BS-A0U9	0	2	0	6	2	2	0	0	1	1	0	0	4	0	0	5	0	2	5	6	1
UCEC_TCGA-BS-A0UA	2	56	14	92	30	19	16	4	45	7	39	14	10	0	6	9	0	5	15	7	4
UCEC_TCGA-BS-A0UF	4554	349	2186	69	207	188	609	1801	17	145	49	38	137	339	23	0	142	976	0	0	0
UCEC_TCGA-BS-A0UJ	152	18	13	23	30	62	28	91	0	297	893	105	61	39	0	33	147	81	37	11	203
UCEC_TCGA-BS-A0UL	4	70	23	117	34	64	21	3	56	5	38	0	0	0	0	32	2	0	0	0	17
UCEC_TCGA-BS-A0UT	1	2	0	8	0	5	0	0	1	1	4	0	4	3	2	0	0	3	7	1	0
UCEC_TCGA-BS-A0UV	4409	518	3332	430	278	411	443	1243	65	191	185	119	594	179	0	0	16	783	0	29	0
UCEC_TCGA-BS-A0V4	4	53	17	55	40	50	20	0	64	6	38	16	0	2	4	31	0	1	5	12	4
UCEC_TCGA-BS-A0V6	1	11	3	11	2	3	0	0	1	1	3	3	9	0	2	0	0	0	11	10	3
UCEC_TCGA-BS-A0V7	1	10	2	13	2	4	1	3	5	1	0	6	3	1	1	2	0	2	6	1	4
UCEC_TCGA-BS-A0V8	1	10	6	9	0	3	1	1	7	2	11	2	2	0	13	4	1	0	21	9	0
UCEC_TCGA-BS-A0VI	5	50	17	57	51	37	20	2	24	18	36	15	5	8	0	31	1	8	10	0	0
UCEC_TCGA-BS-A0WQ	0	9	5	11	1	0	0	0	7	0	0	5	1	4	1	4	0	0	5	4	4
UCEC_TCGA-D1-A0ZN	0	0	7	8	0	5	0	0	0	0	5	5	2	0	2	0	2	2	7	10	0
UCEC_TCGA-D1-A0ZO	4	84	31	120	72	50	45	6	114	9	67	12	5	0	5	22	7	0	17	14	19
UCEC_TCGA-D1-A0ZP	2	4	2	3	0	7	0	2	2	0	2	1	1	0	3	0	0	4	7	5	0
UCEC_TCGA-D1-A0ZQ	4	15	6	18	0	10	0	0	5	0	0	6	5	1	2	0	2	2	15	11	0
UCEC_TCGA-D1-A0ZR	3	8	6	3	2	12	0	0	1	0	3	4	6	1	3	0	0	2	6	4	4
UCEC_TCGA-D1-A0ZS	1	62	22	81	39	52	29	1	59	6	64	15	0	0	1	17	0	0	11	10	3
UCEC_TCGA-D1-A0ZU	0	3	3	8	0	12	0	0	1	0	0	2	2	0	2	4	0	5	0	0	0
UCEC_TCGA-D1-A0ZV	3	3	2	13	3	9	1	0	1	0	1	3	5	0	1	2	0	0	4	0	0
UCEC_TCGA-D1-A0ZZ	0	8	5	5	1	9	2	0	1	0	2	1	2	0	15	0	0	4	12	12	2
UCEC_TCGA-D1-A101	9	78	29	71	49	67	37	0	101	2	66	14	0	3	11	43	2	0	2	7	0
UCEC_TCGA-D1-A102	1	5	2	15	0	9	0	0	3	1	0	4	2	9	1	0	0	0	3	6	1
UCEC_TCGA-D1-A103	1526	1350	924	592	825	1316	796	488	513	182	136	395	335	817	0	0	41	253	0	0	0
UCEC_TCGA-D1-A15V	2	7	3	3	0	13	2	0	0	1	1	4	5	1	0	0	0	0	3	7	4
UCEC_TCGA-D1-A15W	1	9	7	13	1	11	2	0	2	3	2	3	2	0	2	0	0	11	11	6	0
UCEC_TCGA-D1-A15X	8	237	107	308	254	258	68	2	168	473	153	34	39	0	1	44	11	0	0	14	154
UCEC_TCGA-D1-A15Z	2	13	4	22	0	3	2	2	5	0	0	0	7	5	6	0	0	2	7	8	1
UCEC_TCGA-D1-A160	10	47	10	40	92	47	32	8	107	46	81	3	10	0	3	40	3	0	0	12	15
UCEC_TCGA-D1-A161	0	17	1	24	3	14	1	0	7	0	5	6	8	4	0	2	0	3	8	3	5
UCEC_TCGA-D1-A163	5	69	16	90	72	79	50	0	85	19	96	14	2	0	9	38	0	0	0	9	0
UCEC_TCGA-D1-A165	1	13	2	19	3	7	0	0	0	0	1	5	0	0	6	2	1	1	3	9	8
UCEC_TCGA-D1-A167	5	389	163	643	117	491	109	0	208	0	113	0	0	0	8	62	0	0	0	13	0
UCEC_TCGA-D1-A168	2	11	3	9	3	21	2	0	0	0	1	0	4	0	1	0	1	0	3	3	2
UCEC_TCGA-D1-A169	0	8	6	8	0	9	2	0	1	1	5	3	4	0	5	0	0	0	16	2	4
UCEC_TCGA-D1-A16B	2	8	4	9	5	0	0	2	0	2	1	0	3	4	3	2	0	0	9	5	1
UCEC_TCGA-D1-A16D	0	6	3	12	0	5	2	0	4	4	0	3	0	0	1	0	1	0	4	3	0
UCEC_TCGA-D1-A16E	1	12	4	15	3	7	0	0	1	2	3	2	10	0	0	4	2	0	10	0	0
UCEC_TCGA-D1-A16F	4	74	23	82	64	92	19	0	69	11	87	11	0	0	1	24	2	0	9	23	7
UCEC_TCGA-D1-A16G	0	4	4	11	3	0	0	0	3	0	4	0	11	1	3	0	1	0	1	6	0
UCEC_TCGA-D1-A16I	0	0	1	7	0	7	0	2	3	0	3	7	6	0	7	3	0	1	6	0	0
UCEC_TCGA-D1-A16J	8	7	30	13	1	23	2	0	7	0	0	1	68	0	131	0	1	8	0	6	10
UCEC_TCGA-D1-A16N	1	19	5	11	3	23	12	3	0	30	15	6	0	0	5	2	1	0	18	5	10
UCEC_TCGA-D1-A16O	0	5	2	9	8	0	2	0	1	1	0	1	1	0	1	0	0	3	7	0	0
UCEC_TCGA-D1-A16Q	0	6	2	5	0	5	0	0	4	1	0	0	1	0	6	1	0	2	7	0	1
UCEC_TCGA-D1-A16R	2	5	0	9	0	8	1	0	2	1	3	7	1	0	2	6	0	0	1	12	0
UCEC_TCGA-D1-A16S	0	3	1	6	1	0	0	1	2	0	4	12	2	2	14	1	0	7	10	6	0
UCEC_TCGA-D1-A16V	1	0	1	19	0	0	2	0	3	1	3	9	3	0	0	0	0	3	4	0	4
UCEC_TCGA-D1-A16X	1176	150	986	93	64	156	62	578	22	52	26	31	120	0	0	0	0	301	0	0	0
UCEC_TCGA-D1-A16Y	308	91	473	45	59	46	14	242	0	71	5	0	61	5	0	0	28	45	0	23	0
UCEC_TCGA-D1-A174	9	136	54	203	57	132	59	0	135	22	48	24	0	0	4	54	4	0	0	0	1
UCEC_TCGA-D1-A176	5	55	23	79	61	63	23	2	62	16	35	0	4	0	7	70	4	1	4	7	5
UCEC_TCGA-D1-A177	10	155	30	127	102	37	65	0	102	29	114	5	7	0	10	49	2	0	8	23	8
UCEC_TCGA-D1-A17A	3	44	10	35	37	27	23	4	20	17	39	6	4	1	4	12	0	3	6	0	0
UCEC_TCGA-D1-A17B	2	53	20	72	18	64	17	3	19	0	24	0	10	2	4	31	2	0	0	7	6
UCEC_TCGA-D1-A17C	2	15	1	5	0	11	0	2	4	0	0	4	5	0	0	8	0	2	4	1	1
UCEC_TCGA-D1-A17D	9	69	21	79	63	46	71	1	81	3	47	21	0	0	15	24	0	1	19	11	10
UCEC_TCGA-D1-A17F	2	13	10	30	34	24	3	0	69	3	26	54	25	0	17	0	3	0	0	12	3
UCEC_TCGA-D1-A17H	4	83	37	99	77	64	45	1	126	41	75	30	8	0	6	83	0	0	0	2	8
UCEC_TCGA-D1-A17K	3	4	2	4	8	3	0	6	1	1	2	11	2	0	7	7	2	1	13	1	5
UCEC_TCGA-D1-A17L	1	10	7	16	1	0	0	1	5	0	0	2	1	4	6	4	0	5	5	10	4
UCEC_TCGA-D1-A17M	4	91	22	87	39	91	35	0	37	0	50	9	2	1	8	21	0	0	5	14	11
UCEC_TCGA-D1-A17N	2	3	4	4	0	2	1	0	5	2	0	3	0	2	2	3	0	0	0	3	0
UCEC_TCGA-D1-A17Q	3074	285	2011	188	135	166	304	994	40	169	216	124	158	142	0	1	57	459	0	3	23
UCEC_TCGA-D1-A17R	1	42	20	64	37	0	13	2	36	15	39	0	10	7	6	17	0	0	0	9	6
UCEC_TCGA-D1-A17S	1	7	3	9	1	14	1	2	3	0	2	4	0	0	2	3	0	0	2	2	1
UCEC_TCGA-D1-A17T	0	13	10	25	4	7	0	0	1	1	2	3	0	1	5	0	1	1	7	12	1
UCEC_TCGA-D1-A17U	1	51	26	77	46	45	29	0	63	4	59	9	8	0	2	37	5	3	10	3	6
UCEC_TCGA-D1-A1NS	6	48	11	58	67	31	22	2	37	1	50	6	9	0	0	16	0	3	16	17	7
UCEC_TCGA-D1-A1NU	0	4	3	7	5	4	3	0	3	5	5	2	0	6	18	0	2	2	22	13	4
UCEC_TCGA-D1-A1NX	2	5	0	10	0	3	0	0	2	0	5	1	3	0	0	0	0	2	13	5	0
