Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
UCEC_TCGA-BG-A18A	24	4	2	0	3	0	2	3	18	0	21	1	1
UCEC_TCGA-BG-A18B	128	4	3	4	157	26	17	0	16	51	0	8	3
UCEC_TCGA-BG-A18C	18	3	0	0	0	0	6	0	11	2	11	5	4
UCEC_TCGA-BG-A220	281	10	14	102	315	34	25	1	67	128	17	4	5
UCEC_TCGA-BG-A221	624	4	44	66	273	9	258	11	0	416	0	5	16
UCEC_TCGA-BG-A222	256	18	117	829	1734	0	2449	92	1115	246	100	118	6
UCEC_TCGA-BG-A2AE	26	0	2	0	4	0	4	0	8	6	22	5	7
UCEC_TCGA-BG-A2L7	283	3	27	50	186	34	48	3	35	77	15	5	0
UCEC_TCGA-BG-A3EW	117	7	19	82	132	37	62	4	21	122	16	5	4
UCEC_TCGA-BG-A3PP	10	5	4	4	1	6	2	4	7	0	29	2	0
UCEC_TCGA-BK-A0CA	28	1	10	0	5	0	2	3	9	3	14	0	0
UCEC_TCGA-BK-A0CB	18	1	0	6	0	3	3	0	19	5	22	0	0
UCEC_TCGA-BK-A0CC	7	1	5	7	11	0	1	0	6	2	18	14	6
UCEC_TCGA-BK-A139	28	7	9	8	0	7	0	9	38	18	71	12	5
UCEC_TCGA-BK-A13B	184	3	20	62	305	25	70	4	20	151	4	1	5
UCEC_TCGA-BK-A13C	17	1	4	0	0	4	2	2	8	4	15	0	0
UCEC_TCGA-BK-A26L	23	1	0	7	13	4	6	5	2	14	38	6	2
UCEC_TCGA-BK-A4ZD	23	1	4	3	5	1	7	12	10	0	43	2	3
UCEC_TCGA-BK-A56F	22	0	11	0	8	5	7	2	4	4	14	1	0
UCEC_TCGA-BK-A6W3	0	2872	1807	257	0	123	0	1572	0	269	0	0	6
UCEC_TCGA-BK-A6W4	13	5	2	0	1	0	2	0	1	3	4	1	1
UCEC_TCGA-BS-A0T9	22	1	2	0	10	2	0	0	8	0	26	0	0
UCEC_TCGA-BS-A0TA	102	7	15	84	129	50	68	0	0	107	0	5	10
UCEC_TCGA-BS-A0TC	27	987	428	57	7	24	0	269	0	70	3	0	0
UCEC_TCGA-BS-A0TD	10	2	4	1	3	0	4	0	4	6	11	1	1
UCEC_TCGA-BS-A0TE	53	6	1	53	83	27	24	0	57	42	41	24	1
UCEC_TCGA-BS-A0TG	20	0	4	1	1	0	1	4	0	7	12	4	0
UCEC_TCGA-BS-A0TI	2	4	4	0	3	9	11	0	19	12	44	0	4
UCEC_TCGA-BS-A0TJ	277	0	16	45	274	74	20	3	0	105	7	11	11
UCEC_TCGA-BS-A0U5	28	0	8	0	1	1	9	0	1	6	14	3	0
UCEC_TCGA-BS-A0U7	63	1	4	7	52	6	15	0	15	65	15	7	3
UCEC_TCGA-BS-A0U8	151	1	8	52	139	11	39	0	23	75	0	3	0
UCEC_TCGA-BS-A0U9	9	0	0	0	2	0	2	0	8	0	16	0	0
UCEC_TCGA-BS-A0UA	149	3	5	29	83	1	14	0	33	59	7	10	1
UCEC_TCGA-BS-A0UF	0	5381	2684	327	0	877	74	1862	65	350	0	19	190
UCEC_TCGA-BS-A0UJ	26	168	0	0	0	0	537	34	5	1360	0	0	194
UCEC_TCGA-BS-A0UL	235	3	8	13	132	6	21	5	0	50	9	0	4
UCEC_TCGA-BS-A0UT	12	1	0	0	0	0	3	1	6	6	9	4	0
UCEC_TCGA-BS-A0UV	584	5246	4016	376	71	607	298	1050	405	453	0	64	55
UCEC_TCGA-BS-A0V4	119	3	9	36	130	9	15	2	13	52	31	3	0
UCEC_TCGA-BS-A0V6	17	2	2	12	0	0	1	0	11	3	21	5	0
UCEC_TCGA-BS-A0V7	19	1	1	9	2	2	2	4	13	0	13	2	0
UCEC_TCGA-BS-A0V8	18	1	5	7	4	0	1	0	0	18	32	15	2
UCEC_TCGA-BS-A0VI	104	4	12	44	74	19	38	4	26	55	13	0	2
UCEC_TCGA-BS-A0WQ	12	0	5	10	3	1	0	0	14	0	15	1	0
UCEC_TCGA-D1-A0ZN	8	0	7	0	0	0	1	1	10	8	17	1	2
UCEC_TCGA-D1-A0ZO	219	2	17	45	239	16	27	4	14	80	21	7	12
UCEC_TCGA-D1-A0ZP	10	3	1	1	2	0	0	4	1	4	15	4	0
UCEC_TCGA-D1-A0ZQ	29	4	5	11	0	0	0	0	14	0	33	3	3
UCEC_TCGA-D1-A0ZR	10	3	7	9	1	0	0	3	7	5	18	5	0
UCEC_TCGA-D1-A0ZS	160	0	11	35	126	12	16	2	8	97	2	1	3
UCEC_TCGA-D1-A0ZU	17	0	3	0	1	0	0	4	8	2	5	2	0
UCEC_TCGA-D1-A0ZV	15	4	2	0	5	1	3	1	13	0	4	3	0
UCEC_TCGA-D1-A0ZZ	14	0	5	7	0	2	0	3	0	5	29	16	0
UCEC_TCGA-D1-A101	164	7	19	57	193	23	7	0	1	93	11	12	4
UCEC_TCGA-D1-A102	25	1	1	0	0	4	2	0	14	0	15	0	0
UCEC_TCGA-D1-A103	1515	1710	1049	1660	900	1409	363	737	860	0	215	15	56
UCEC_TCGA-D1-A15V	11	2	3	5	0	3	2	2	7	1	18	2	0
UCEC_TCGA-D1-A15W	28	2	7	3	1	0	5	2	6	8	22	2	0
UCEC_TCGA-D1-A15X	635	7	80	139	409	27	796	27	63	47	76	6	21
UCEC_TCGA-D1-A15Z	32	3	3	7	0	4	0	1	9	0	20	10	0
UCEC_TCGA-D1-A160	93	12	2	45	242	0	85	14	1	86	11	8	7
UCEC_TCGA-D1-A161	41	0	0	11	5	3	3	1	20	7	17	3	0
UCEC_TCGA-D1-A163	192	2	0	30	207	23	48	7	0	134	0	10	0
UCEC_TCGA-D1-A165	31	1	0	9	0	0	0	0	8	5	19	6	2
UCEC_TCGA-D1-A167	1389	0	91	43	533	61	24	50	0	120	7	3	0
UCEC_TCGA-D1-A168	26	3	2	7	4	2	1	4	0	0	12	4	1
UCEC_TCGA-D1-A169	18	0	6	5	0	1	3	1	4	5	23	8	0
UCEC_TCGA-D1-A16B	11	3	4	9	0	1	4	1	6	1	16	4	0
UCEC_TCGA-D1-A16D	21	0	2	0	5	2	5	0	5	0	7	0	1
UCEC_TCGA-D1-A16E	23	2	4	10	0	0	4	0	13	3	13	2	2
UCEC_TCGA-D1-A16F	185	4	9	45	163	0	41	7	0	117	26	0	5
UCEC_TCGA-D1-A16G	12	0	5	2	3	0	1	0	9	4	6	8	2
UCEC_TCGA-D1-A16I	8	0	1	0	2	0	0	5	18	4	6	9	0
UCEC_TCGA-D1-A16J	26	10	38	1	7	1	8	7	28	0	8	181	1
UCEC_TCGA-D1-A16N	34	0	3	15	0	16	39	8	0	20	26	7	1
UCEC_TCGA-D1-A16O	12	0	1	5	7	1	4	0	4	0	6	1	0
UCEC_TCGA-D1-A16Q	11	0	1	4	4	0	1	0	0	0	12	7	1
UCEC_TCGA-D1-A16R	15	3	0	0	3	0	1	1	11	9	15	2	0
UCEC_TCGA-D1-A16S	6	0	1	3	0	0	0	0	17	11	19	15	0
UCEC_TCGA-D1-A16V	14	1	1	0	0	0	2	0	27	8	0	0	0
UCEC_TCGA-D1-A16X	107	1421	1196	157	0	20	19	694	57	146	0	0	0
UCEC_TCGA-D1-A16Y	40	368	566	132	0	1	68	305	0	0	0	0	36
UCEC_TCGA-D1-A174	414	4	31	36	266	49	46	7	23	46	11	2	7
UCEC_TCGA-D1-A176	168	5	13	19	170	10	38	7	2	45	37	7	5
UCEC_TCGA-D1-A177	226	5	14	167	194	42	40	0	0	180	0	12	3
UCEC_TCGA-D1-A17A	70	1	5	47	51	18	26	7	4	60	0	6	0
UCEC_TCGA-D1-A17B	155	0	12	19	54	20	5	12	4	37	25	8	3
UCEC_TCGA-D1-A17C	16	3	1	16	0	0	0	4	7	1	15	2	0
UCEC_TCGA-D1-A17D	155	3	11	45	180	64	10	3	16	67	20	17	0
UCEC_TCGA-D1-A17F	36	3	9	9	118	0	17	0	96	9	0	24	7
UCEC_TCGA-D1-A17H	202	1	26	50	265	21	68	3	36	105	3	7	2
UCEC_TCGA-D1-A17K	2	3	2	8	5	0	3	8	18	2	22	8	2
UCEC_TCGA-D1-A17L	24	1	7	7	1	0	0	0	11	3	22	6	0
UCEC_TCGA-D1-A17M	197	0	8	65	87	34	10	10	0	77	30	9	0
UCEC_TCGA-D1-A17N	8	3	4	0	5	3	1	0	4	0	7	1	0
UCEC_TCGA-D1-A17Q	209	3616	2392	198	21	391	212	865	117	432	0	0	96
UCEC_TCGA-D1-A17R	95	1	15	30	74	2	24	0	17	58	0	8	0
UCEC_TCGA-D1-A17S	23	1	2	1	7	1	0	5	3	1	11	2	0
UCEC_TCGA-D1-A17T	41	0	8	2	3	0	2	0	7	5	20	5	1
UCEC_TCGA-D1-A17U	149	0	17	20	145	13	19	0	12	89	7	5	8
UCEC_TCGA-D1-A1NS	102	8	4	44	114	1	16	4	15	72	24	3	0
UCEC_TCGA-D1-A1NU	14	0	2	0	9	4	9	0	1	6	41	19	3
UCEC_TCGA-D1-A1NX	15	3	0	3	0	0	0	0	7	8	14	1	0
UCEC_TCGA-D1-A1NY	182	1	10	121	190	34	49	0	9	132	6	9	5
UCEC_TCGA-D1-A1NZ	243	12	5	95	248	50	106	13	26	184	20	21	12
UCEC_TCGA-D1-A1O0	14	1	1	13	0	0	3	2	18	8	19	9	1
UCEC_TCGA-D1-A1O5	39	3	7	6	1	0	0	6	3	0	16	6	0
UCEC_TCGA-D1-A1O7	181	2	33	59	89	21	14	4	26	36	30	0	0
UCEC_TCGA-D1-A1O8	27	1	3	8	2	0	1	0	17	0	36	1	1
UCEC_TCGA-D1-A2G0	250	7	41	120	422	23	28	19	25	142	27	5	8
UCEC_TCGA-D1-A2G5	78	4	7	16	56	6	28	8	22	38	39	2	0
UCEC_TCGA-D1-A2G6	43	0	13	12	20	0	3	1	9	0	19	4	7
UCEC_TCGA-D1-A2G7	9	2	5	0	0	0	0	2	8	9	29	13	0
UCEC_TCGA-D1-A3DA	32	3	0	9	2	2	12	7	0	0	34	4	2
UCEC_TCGA-D1-A3DG	10	1	9	8	0	3	4	3	23	12	78	22	2
UCEC_TCGA-D1-A3DH	17	8	15	0	2	0	7	0	0	11	14	75	2
UCEC_TCGA-D1-A3JP	7	1	6	1	0	2	2	6	5	3	6	33	0
UCEC_TCGA-D1-A3JQ	5	5	1	6	3	0	0	0	8	4	8	7	2
UCEC_TCGA-DF-A2KN	326	0	0	0	1846	2424	100	0	537	1410	0	0	177
UCEC_TCGA-DF-A2KR	8	1	2	4	16	5	13	2	12	8	56	12	2
UCEC_TCGA-DF-A2KS	34	1	3	6	10	6	12	9	3	0	75	8	9
UCEC_TCGA-DF-A2KU	1959	1707	1819	2143	3501	2781	372	668	2843	0	0	119	64
UCEC_TCGA-DF-A2KV	0	934	569	135	0	0	25	677	0	21	0	0	0
UCEC_TCGA-DF-A2KZ	224	4	14	94	216	44	54	10	53	92	14	0	13
UCEC_TCGA-DF-A2L0	13	0	0	3	1	1	4	0	8	2	25	7	4
UCEC_TCGA-DI-A0WH	131	4	22	62	164	28	145	5	53	153	11	0	0
UCEC_TCGA-DI-A1BU	23	55	101	722	1727	0	8438	12	984	768	0	173	119
UCEC_TCGA-DI-A1BY	28	0	2	10	0	6	6	1	20	0	11	0	0
UCEC_TCGA-DI-A1C3	9	3	7	8	0	1	2	0	5	4	9	5	1
UCEC_TCGA-DI-A1NN	18	1	7	4	4	0	0	0	2	12	10	12	0
UCEC_TCGA-DI-A1NO	11	13	2	0	17	27	6	0	19	6	194	37	19
UCEC_TCGA-DI-A2QT	5	4	3	0	3	3	2	0	3	0	8	4	0
UCEC_TCGA-DI-A2QU	24	0	6	2	10	1	5	10	3	0	21	8	0
UCEC_TCGA-DI-A2QY	14	4	3	3	11	6	3	3	16	8	67	12	1
UCEC_TCGA-E6-A1LX	82	7616	5327	1868	51	991	884	3935	800	0	0	0	370
UCEC_TCGA-E6-A1LZ	17	12	13	0	1	0	4	0	0	16	69	206	3
UCEC_TCGA-E6-A1M0	0	1443	732	170	0	30	0	698	0	67	0	0	0
UCEC_TCGA-E6-A2P8	195	7	15	65	228	0	71	16	9	144	9	12	13
UCEC_TCGA-E6-A2P9	322	12	20	109	375	30	71	47	19	136	88	12	14
UCEC_TCGA-E6-A8L9	12	0	1	0	12	0	8	0	0	0	39	1	0
UCEC_TCGA-EC-A1NJ	42	2	1	28	0	0	120	0	0	201	0	1	20
UCEC_TCGA-EC-A1QX	159	10	13	123	247	83	78	4	35	157	0	0	13
UCEC_TCGA-EC-A24G	945	5	27	23	413	57	143	44	10	71	17	0	8
UCEC_TCGA-EO-A1Y5	13	5	2	2	5	0	3	6	19	15	23	9	3
UCEC_TCGA-EO-A1Y7	25	3	2	0	5	3	3	3	7	0	21	2	1
UCEC_TCGA-EO-A1Y8	12	3	9	0	5	0	1	0	9	1	14	18	0
UCEC_TCGA-EO-A22R	2711	3721	3562	3440	0	4024	1786	1650	438	163	0	0	1136
UCEC_TCGA-EO-A22S	289	3	19	31	244	0	45	15	9	180	23	6	1
UCEC_TCGA-EO-A22T	311	13	8	113	482	126	50	0	94	221	0	3	14
UCEC_TCGA-EO-A22U	4480	2849	2858	3039	502	676	1369	2270	6321	362	0	85	247
UCEC_TCGA-EO-A22X	0	7081	3914	473	0	509	244	3940	0	354	0	33	160
UCEC_TCGA-EO-A22Y	32	3	4	0	4	0	5	1	5	0	18	0	0
UCEC_TCGA-EO-A2CG	11	0	9	5	3	0	2	0	5	0	14	0	0
UCEC_TCGA-EO-A2CH	11	0	7	3	0	0	1	1	9	4	16	8	4
UCEC_TCGA-EO-A3AS	0	2	5	14	16	14	11	0	29	6	104	27	8
UCEC_TCGA-EO-A3AU	291	0	27	83	365	44	8	5	17	36	39	0	0
UCEC_TCGA-EO-A3AV	0	3130	1505	210	0	201	0	1997	0	169	0	0	79
UCEC_TCGA-EO-A3AY	0	3059	1082	42	0	367	74	1436	0	116	0	0	115
UCEC_TCGA-EO-A3AZ	798	3	69	0	322	25	62	62	0	18	43	5	6
UCEC_TCGA-EO-A3B0	0	8253	3130	655	144	910	513	5007	5	0	0	175	558
UCEC_TCGA-EO-A3B1	8	2	3	1	7	0	7	1	5	0	19	7	0
UCEC_TCGA-EO-A3KU	24	2	0	0	3	2	10	3	6	0	27	6	2
UCEC_TCGA-EO-A3KW	3	3	1	15	0	0	0	0	9	8	17	6	1
UCEC_TCGA-EO-A3KX	442	0	0	31	1186	1565	228	0	284	841	0	0	176
UCEC_TCGA-EO-A3L0	40	5	8	0	2	0	4	0	21	4	28	0	0
UCEC_TCGA-EY-A1G7	40	4	3	0	9	1	13	5	21	0	19	5	2
UCEC_TCGA-EY-A1G8	0	1917	1132	142	0	76	11	882	84	158	0	12	30
UCEC_TCGA-EY-A1GC	19	0	0	0	13	0	0	2	17	0	12	1	0
UCEC_TCGA-EY-A1GD	0	512	410	159	0	0	117	591	8	0	0	0	89
UCEC_TCGA-EY-A1GE	20	0	4	0	0	0	2	5	5	3	13	5	1
UCEC_TCGA-EY-A1GF	113	4	17	24	128	26	23	6	7	114	27	2	0
UCEC_TCGA-EY-A1GH	44	1	2	0	3	2	1	1	11	10	8	2	0
UCEC_TCGA-EY-A1GI	0	3538	1972	260	0	156	0	1603	19	196	0	13	46
UCEC_TCGA-EY-A1GJ	10	1	1	1	3	0	4	3	17	7	14	3	0
UCEC_TCGA-EY-A1GK	213	5	15	54	341	64	109	3	18	260	0	0	21
UCEC_TCGA-EY-A1GL	15	4	8	12	1	0	2	0	10	0	12	6	0
UCEC_TCGA-EY-A1GM	19	0	0	6	0	0	5	1	7	0	14	2	1
UCEC_TCGA-EY-A1GO	76	2	5	20	190	4	8	2	45	66	2	14	7
UCEC_TCGA-EY-A1GP	10	0	4	0	7	0	1	4	2	0	17	3	0
UCEC_TCGA-EY-A1GQ	163	2	13	37	164	0	116	9	7	141	0	0	5
UCEC_TCGA-EY-A1GR	16	0	7	0	6	0	2	5	3	1	22	7	8
UCEC_TCGA-EY-A1GS	18	3	27	0	8	1	4	0	0	0	47	385	1
UCEC_TCGA-EY-A1GT	53	0	1	3	0	4	1	0	28	5	4	6	1
UCEC_TCGA-EY-A1GU	274	15	10	93	796	211	60	34	229	101	172	0	0
UCEC_TCGA-EY-A1GV	6	0	2	0	5	0	2	3	7	0	13	8	0
UCEC_TCGA-EY-A1GW	10	3	1	7	3	2	1	0	9	1	25	6	1
UCEC_TCGA-EY-A1GX	39	0	7	1	0	5	5	1	26	13	24	1	0
UCEC_TCGA-EY-A1H0	139	5	0	30	86	2	11	3	0	119	24	10	14
UCEC_TCGA-EY-A210	11	1	5	1	4	0	4	0	2	0	23	4	0
UCEC_TCGA-EY-A212	14	0	4	2	3	0	2	1	0	12	33	11	0
UCEC_TCGA-EY-A214	6	0	2	4	6	0	9	2	8	4	33	5	5
UCEC_TCGA-EY-A215	1550	305	160	686	1487	1835	418	98	841	221	0	0	145
UCEC_TCGA-EY-A2OM	261	11	7	58	205	21	40	21	15	143	37	1	2
UCEC_TCGA-EY-A2ON	19	5	2	8	3	1	5	6	6	0	36	14	0
UCEC_TCGA-EY-A2OO	30	3	9	0	13	1	0	6	9	0	11	1	0
UCEC_TCGA-EY-A2OP	205	0	20	17	183	31	43	0	0	123	0	1	6
UCEC_TCGA-EY-A2OQ	20	0	6	0	6	2	0	6	5	1	19	4	0
UCEC_TCGA-EY-A3L3	17	1	3	0	9	0	2	0	2	5	21	20	3
UCEC_TCGA-EY-A3QX	13	7	5	0	5	1	2	0	13	0	31	4	0
UCEC_TCGA-EY-A4KR	24	1	3	0	9	4	3	4	4	7	38	21	8
UCEC_TCGA-EY-A547	60	1	2	21	48	2	19	0	3	28	51	0	1
UCEC_TCGA-EY-A548	226	7	26	91	194	0	44	1	21	98	16	7	2
UCEC_TCGA-EY-A549	1527	0	94	0	174	0	4	57	60	0	0	0	0
UCEC_TCGA-EY-A54A	20	2	5	8	1	9	6	3	10	8	47	22	8
UCEC_TCGA-EY-A5W2	218	3	32	68	366	54	95	0	23	170	0	3	16
UCEC_TCGA-EY-A72D	15	3	4	1	11	0	5	0	5	0	22	0	3
UCEC_TCGA-FI-A2CX	4	0	2	0	1	0	1	0	0	4	11	6	1
UCEC_TCGA-FI-A2CY	12	0	5	4	11	0	0	3	10	4	5	3	0
UCEC_TCGA-FI-A2D0	3620	148	913	2544	641	140	647	214	2117	197	0	0	90
UCEC_TCGA-FI-A2D2	13	4	2	1	4	0	2	0	0	1	18	4	0
UCEC_TCGA-FI-A2D4	126	5	14	55	105	14	12	0	21	94	0	14	3
UCEC_TCGA-FI-A2D5	1587	2043	2590	6669	183	2628	4174	1782	1582	0	0	0	815
UCEC_TCGA-FI-A2D6	223	2	21	85	190	35	58	1	0	212	0	2	9
UCEC_TCGA-FI-A2EU	17	0	0	4	7	3	0	0	13	4	7	11	5
UCEC_TCGA-FI-A2EW	11	1	11	0	0	1	1	9	30	10	22	40	0
UCEC_TCGA-FI-A2EX	17	2	6	4	1	0	0	0	3	6	15	19	2
UCEC_TCGA-FI-A2EY	24	4	9	0	7	2	11	1	15	0	36	37	0
UCEC_TCGA-FI-A2F4	0	0	0	100	721	436	402	0	333	983	0	0	85
UCEC_TCGA-FI-A2F8	8	3	10	9	0	2	9	0	5	0	13	48	0
UCEC_TCGA-FI-A2F9	19	3	0	0	5	2	7	2	0	3	20	1	0
UCEC_TCGA-FI-A3PV	17	1	7	2	0	5	3	0	10	7	26	22	0
UCEC_TCGA-FI-A3PX	15	4	5	10	0	2	9	9	24	0	31	11	6
UCEC_TCGA-H5-A2HR	15	1	2	0	3	0	3	9	10	4	17	2	0
UCEC_TCGA-JU-AAVI	22	1	1	4	2	0	3	0	4	5	21	8	2
UCEC_TCGA-K6-A3WQ	10	0	1	0	0	1	6	5	8	1	15	4	0
UCEC_TCGA-KJ-A3U4	10	0	0	3	0	2	0	5	10	0	33	5	2
UCEC_TCGA-KP-A3VZ	14	3	4	0	17	0	1	2	17	11	63	10	2
UCEC_TCGA-KP-A3W0	13	0	2	0	4	0	2	3	2	5	12	0	0
UCEC_TCGA-KP-A3W1	15	0	8	2	2	2	4	0	11	1	6	13	2
UCEC_TCGA-KP-A3W3	6	3	4	0	6	0	0	5	12	4	16	5	0
UCEC_TCGA-KP-A3W4	10	1	4	4	5	2	1	0	0	2	31	9	0
UCEC_TCGA-PG-A5BC	18	0	2	0	9	0	4	2	6	8	16	4	0
UCEC_TCGA-PG-A6IB	188	0	12	2	209	28	13	5	21	87	30	7	7
UCEC_TCGA-PG-A7D5	17	2	2	0	4	0	0	2	18	2	6	2	0
UCEC_TCGA-PG-A914	23	7	10	0	2	2	1	0	20	0	32	113	4
UCEC_TCGA-PG-A915	11	1	4	5	5	2	6	0	16	2	44	13	4
UCEC_TCGA-PG-A916	13	0	1	12	0	3	0	6	2	0	19	1	0
UCEC_TCGA-PG-A917	232	10	17	45	333	46	62	31	28	78	154	10	4
UCEC_TCGA-QF-A5YS	0	1078	896	123	6	0	0	587	7	72	0	0	0
UCEC_TCGA-QF-A5YT	0	0	1	7	0	0	0	0	0	1	1	0	1
UCEC_TCGA-QS-A5YQ	0	709	463	52	0	0	0	362	0	60	0	5	0
UCEC_TCGA-QS-A5YR	122	3	1	18	104	14	9	10	9	41	11	0	0
UCEC_TCGA-QS-A744	34	0	5	10	0	5	1	4	8	5	18	4	0
UCEC_TCGA-QS-A8F1	13	2	0	6	0	0	5	4	18	14	31	9	0
UCEC_TCGA-SJ-A6ZI	897	11	73	277	581	123	76	27	0	194	0	0	21
UCEC_TCGA-SJ-A6ZJ	26	4	4	6	0	0	9	4	9	4	29	8	1
UCEC_TCGA-SL-A6J9	10	0	0	0	4	0	1	7	19	4	24	3	0
UCEC_TCGA-SL-A6JA	291	8	16	126	269	25	23	16	23	111	57	8	9
STAD_TCGA-3M-AB46	11	5	5	13	18	10	3	9	10	12	69	32	2
STAD_TCGA-3M-AB47	37	12	9	7	0	0	0	0	20	18	31	0	7
STAD_TCGA-B7-5816	380	4	29	100	241	87	261	27	10	179	23	3	63
STAD_TCGA-B7-5818	0	4	19	33	37	0	0	83	101	41	58	43	75
STAD_TCGA-B7-A5TI	275	10	18	73	100	60	42	2	0	95	0	14	4
STAD_TCGA-B7-A5TJ	94	6	16	28	20	3	0	18	33	12	32	0	50
STAD_TCGA-B7-A5TK	31	3	0	0	3	1	2	1	2	5	9	13	0
STAD_TCGA-B7-A5TN	22	1	11	0	9	0	2	5	1	0	42	3	4
STAD_TCGA-BR-4183	26	1	3	0	3	0	2	6	16	2	6	1	4
STAD_TCGA-BR-4184	681	16	54	3105	0	131	0	0	0	120	29	0	1
STAD_TCGA-BR-4187	10	1	5	5	2	0	0	6	0	0	7	2	0
STAD_TCGA-BR-4188	51	0	1	0	11	0	0	2	6	10	14	3	5
STAD_TCGA-BR-4191	0	6	11	17	20	14	3	21	34	0	94	33	1
STAD_TCGA-BR-4201	551	9	61	146	390	8	120	18	32	148	5	0	9
STAD_TCGA-BR-4253	16	0	7	4	15	1	3	5	15	0	15	10	13
STAD_TCGA-BR-4255	18	1	5	2	0	0	10	2	13	0	21	0	2
STAD_TCGA-BR-4256	330	4	12	89	224	77	163	0	31	118	0	22	67
STAD_TCGA-BR-4257	352	7	52	86	222	77	178	0	33	189	0	0	37
STAD_TCGA-BR-4267	11	3	5	0	10	0	3	5	0	0	50	10	10
STAD_TCGA-BR-4279	18	3	11	0	4	0	6	0	4	7	7	0	1
STAD_TCGA-BR-4280	161	0	3	117	88	61	82	3	0	191	0	4	62
STAD_TCGA-BR-4292	805	3	65	91	179	48	95	22	0	123	46	1	18
STAD_TCGA-BR-4294	0	0	0	7	4	0	2	0	6	0	19	1	0
STAD_TCGA-BR-4357	21	5	14	4	24	9	7	5	19	31	55	57	68
STAD_TCGA-BR-4361	525	13	47	195	446	33	1217	7	132	265	0	18	43
STAD_TCGA-BR-4362	643	7	14	123	181	72	299	12	0	176	17	5	160
STAD_TCGA-BR-4363	205	1	19	36	130	25	72	12	0	67	0	0	19
STAD_TCGA-BR-4366	34	2	2	8	8	0	6	2	26	15	42	15	19
STAD_TCGA-BR-4368	525	7	29	130	360	24	143	6	25	146	5	17	17
STAD_TCGA-BR-4369	32	8	14	19	7	0	0	1	17	0	26	26	83
STAD_TCGA-BR-4370	578	7	69	92	203	49	56	36	0	74	31	15	12
STAD_TCGA-BR-4371	80	6	14	11	2	0	2	5	17	15	23	15	13
STAD_TCGA-BR-6452	769	27	98	737	873	314	1894	35	344	622	165	55	194
STAD_TCGA-BR-6453	38	0	4	12	1	3	6	2	11	0	12	8	129
STAD_TCGA-BR-6454	25	9	7	4	20	3	14	0	7	0	51	14	25
STAD_TCGA-BR-6455	34	0	3	18	0	1	0	0	27	19	11	2	0
STAD_TCGA-BR-6456	5	3	0	0	1	0	5	0	10	3	16	2	2
STAD_TCGA-BR-6457	34	7	5	0	2	0	6	4	12	5	29	5	32
STAD_TCGA-BR-6458	50	3	7	4	14	4	0	9	1	0	27	11	245
STAD_TCGA-BR-6563	33	5	3	1	5	0	7	12	0	0	10	2	8
STAD_TCGA-BR-6564	4	1	7	5	0	1	0	1	2	3	11	6	0
STAD_TCGA-BR-6565	23	6	12	6	17	0	10	3	12	12	56	13	6
STAD_TCGA-BR-6566	286	0	27	144	156	101	112	6	1	166	0	3	46
STAD_TCGA-BR-6705	31	1	4	0	5	2	6	3	8	0	23	9	24
STAD_TCGA-BR-6706	18	1	8	8	0	0	12	30	11	23	0	2	130
STAD_TCGA-BR-6707	32	3	3	3	2	0	1	7	2	11	19	7	0
STAD_TCGA-BR-6709	0	1	2	9	7	0	0	0	8	10	4	6	6
STAD_TCGA-BR-6801	19	0	7	0	4	0	4	0	22	0	0	5	0
STAD_TCGA-BR-6802	114	1	13	197	38	33	33	0	1	78	0	3	13
STAD_TCGA-BR-6803	4	0	1	0	0	1	0	5	2	0	5	1	0
STAD_TCGA-BR-6852	310	4	30	237	151	84	85	7	17	195	6	0	46
STAD_TCGA-BR-7196	12	1	0	4	9	3	0	0	20	0	26	5	6
STAD_TCGA-BR-7197	55	1	15	5	0	3	2	3	35	2	25	6	72
STAD_TCGA-BR-7703	295	11	19	50	143	26	44	0	9	115	33	14	18
STAD_TCGA-BR-7704	31	16	10	4	16	7	17	4	41	12	145	53	93
STAD_TCGA-BR-7707	513	4	41	172	214	79	203	3	15	213	0	5	66
STAD_TCGA-BR-7715	37	1	14	12	4	3	6	16	18	10	26	3	17
STAD_TCGA-BR-7716	11	13	6	4	18	5	0	6	6	16	27	68	15
STAD_TCGA-BR-7717	52	0	9	5	10	0	11	0	8	0	41	10	32
STAD_TCGA-BR-7722	16	0	5	6	0	0	4	0	11	5	8	3	0
STAD_TCGA-BR-7723	35	4	0	0	0	0	10	6	28	30	23	10	62
STAD_TCGA-BR-7851	662	3	62	122	263	73	138	0	45	191	0	0	12
STAD_TCGA-BR-7901	33	4	7	1	12	2	15	15	10	0	54	29	47
STAD_TCGA-BR-7957	14	1	6	3	4	0	0	1	6	0	23	0	3
STAD_TCGA-BR-7958	21	2	7	6	17	9	1	10	26	0	55	18	36
STAD_TCGA-BR-7959	25	1	10	8	17	0	1	0	15	0	19	11	18
STAD_TCGA-BR-8058	4	0	2	2	4	0	9	6	2	0	17	9	5
STAD_TCGA-BR-8059	187	11	15	45	90	53	72	17	32	51	179	17	67
STAD_TCGA-BR-8060	25	3	4	0	10	2	20	8	52	9	47	21	80
STAD_TCGA-BR-8077	32	2	11	9	12	2	6	0	9	0	39	10	9
STAD_TCGA-BR-8078	561	4	60	215	236	71	118	0	0	297	0	5	37
