Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
ATP2B4_multinomial_train_fold1.59	999.9999999999989	0.846	748.267	74.827%	134.367	53.274%	0.53926	0.813
ATP2B4_multinomial_train_fold1.60	999.9999999999989	0.845	840.259	84.026%	154.601	54.299%	0.66974	0.822
ATP2B4_multinomial_train_fold1.61	999.9999999999975	0.868	659.603	65.96%	143.191	50.614%	0.39752	0.848
ATP2B4_multinomial_train_fold1.62	999.9999999999987	0.911	654.55	65.455%	122.636	42.85%	0.49074	0.9
ATP2B4_multinomial_train_fold1.63	999.9999999999974	0.908	630.889	63.089%	120.131	43.275%	0.52249	0.895
ATP2B4_multinomial_train_fold1.64	999.999999999999	0.898	662.945	66.295%	117.04	44.538%	0.51934	0.88
ATP2B4_multinomial_train_fold1.65	999.9999999999978	0.885	739.374	73.937%	157.497	49.725%	0.51616	0.875
ATP2B4_multinomial_train_fold1.66	999.9999999999975	0.884	604.713	60.471%	132.248	48.069%	0.42396	0.866
ATP2B4_multinomial_train_fold1.67	999.9999999999975	0.89	691.976	69.198%	127.979	46.578%	0.54149	0.872
ATP2B4_multinomial_train_fold1.68	999.9999999999973	0.915	634.355	63.436%	115.447	41.962%	0.42747	0.903
ATP2B4_multinomial_train_fold1.69	999.9999999999972	0.915	614.69	61.469%	116.37	42.608%	0.41646	0.903
ATP2B4_multinomial_train_fold1.70	999.9999999999986	0.872	744.957	74.496%	142.673	49.879%	0.56859	0.853
ATP2B4_multinomial_train_fold1.71	999.9999999999987	0.902	705.989	70.599%	102.808	43.366%	0.56078	0.878
ATP2B4_multinomial_train_fold1.72	999.9999999999977	0.947	550.111	55.011%	88.425	33.683%	0.39285	0.939
ATP2B4_multinomial_train_fold1.73	999.9999999999977	0.908	709.832	70.983%	128.043	43.926%	0.45911	0.897
ATP2B4_multinomial_train_fold1.74	999.9999999999976	0.888	699.952	69.995%	148.998	48.432%	0.47912	0.876
ATP2B4_multinomial_train_fold1.75	999.9999999999989	0.782	864.148	86.415%	182.076	62.587%	0.78055	0.747
ATP2B4_multinomial_train_fold1.76	999.9999999999984	0.868	749.86	74.986%	135.936	50.249%	0.59529	0.845
ATP2B4_multinomial_train_fold1.77	999.9999999999967	0.878	661.126	66.113%	142.837	48.922%	0.49716	0.861
ATP2B4_multinomial_train_fold1.78	999.999999999999	0.878	744.815	74.482%	135.146	48.723%	0.63013	0.859
ATP2B4_multinomial_train_fold1.79	999.9999999999976	0.885	688.952	68.895%	154.598	49.481%	0.49211	0.875
ATP2B4_multinomial_train_fold1.80	999.9999999999974	0.899	642.556	64.256%	135.142	46.065%	0.43543	0.887
ATP2B4_multinomial_train_fold1.81	999.999999999999	0.836	769.121	76.912%	161.378	55.289%	0.69239	0.811
ATP2B4_multinomial_train_fold1.82	999.9999999999974	0.893	666.927	66.693%	137.875	46.922%	0.51389	0.88
ATP2B4_multinomial_train_fold1.83	999.999999999999	0.815	818.099	81.81%	184.451	58.654%	0.64359	0.792
ATP2B4_multinomial_train_fold1.84	999.9999999999986	0.806	895.578	89.558%	187.646	59.841%	0.71224	0.781
ATP2B4_multinomial_train_fold1.85	999.9999999999989	0.904	631.944	63.194%	127.282	44.196%	0.5028	0.892
ATP2B4_multinomial_train_fold1.86	999.9999999999987	0.873	752.581	75.258%	136.534	49.104%	0.64682	0.852
ATP2B4_multinomial_train_fold1.87	999.999999999999	0.885	747.061	74.706%	126.709	47.111%	0.58601	0.865
ATP2B4_multinomial_train_fold1.88	999.9999999999989	0.853	839.744	83.974%	126.029	52.253%	0.73549	0.818
ATP2B4_multinomial_train_fold1.89	999.9999999999977	0.907	626.077	62.608%	136.04	45.126%	0.44454	0.899
ATP2B4_multinomial_train_fold1.90	999.9999999999986	0.852	768.541	76.854%	142.084	52.589%	0.63763	0.825
ATP2B4_multinomial_train_fold1.91	999.9999999999985	0.879	708.867	70.887%	129.956	47.855%	0.55013	0.858
ATP2B4_multinomial_train_fold1.92	999.999999999997	0.935	576.033	57.603%	94.451	36.771%	0.4	0.924
ATP2B4_multinomial_train_fold1.93	999.9999999999973	0.913	562.548	56.255%	117.656	42.287%	0.43975	0.9
ATP2B4_multinomial_train_fold1.94	999.9999999999984	0.884	684.739	68.474%	122.797	47.082%	0.50533	0.863
ATP2B4_multinomial_train_fold1.95	999.9999999999973	0.907	598.165	59.817%	117.668	43.368%	0.42401	0.892
ATP2B4_multinomial_train_fold1.96	999.9999999999973	0.91	617.945	61.795%	120.782	42.808%	0.46895	0.898
ATP2B4_multinomial_train_fold1.97	999.9999999999986	0.854	827.051	82.705%	145.507	52.587%	0.71408	0.829
RNF168_multinomial_train_fold1	999.9999999999995	0.906	467.986	46.799%	60.237	44.244%	0.20576	0.795
RNF168_multinomial_train_fold1.1	999.9999999999995	0.912	441.121	44.112%	59.49	41.839%	0.18341	0.816
RNF168_multinomial_train_fold1.2	999.9999999999995	0.922	391.387	39.139%	53.979	38.758%	0.15499	0.822
RNF168_multinomial_train_fold1.3	999.9999999999995	0.94	359.509	35.951%	45.334	34.381%	0.11809	0.846
RNF168_multinomial_train_fold1.4	999.9999999999995	0.914	429.628	42.963%	56.437	40.523%	0.16866	0.805
RNF168_multinomial_train_fold1.5	999.9999999999997	0.908	459.099	45.91%	60.963	43.09%	0.22451	0.81
RNF168_multinomial_train_fold1.6	999.9999999999995	0.907	435.634	43.563%	59.927	42.193%	0.1715	0.796
